pathway,overlap,gene_set_size,pathway_size,p_value
SLEEP,1,232,7,0.3491898333488348
POSITIVE REGULATION OF G1 S TRANSITION OF MITOTIC CELL CYCLE,1,232,7,0.3491898333488348
REGULATION OF CILIUM ASSEMBLY,1,232,7,0.3491898333488348
CELL CELL JUNCTION MAINTENANCE,1,232,7,0.3491898333488348
B CELL APOPTOTIC PROCESS,1,232,7,0.3491898333488348
SKELETAL MUSCLE SATELLITE CELL DIFFERENTIATION,1,232,7,0.3491898333488348
MAINTENANCE OF BLOOD BRAIN BARRIER,1,232,7,0.3491898333488348
NEUTROPHIL APOPTOTIC PROCESS,1,232,7,0.3491898333488348
NEGATIVE REGULATION OF JNK CASCADE,1,232,7,0.3491898333488348
NAD METABOLIC PROCESS,1,232,7,0.3491898333488348
REGULATION OF GLYCOGEN BIOSYNTHETIC PROCESS,1,232,7,0.3491898333488348
WATER SOLUBLE VITAMIN METABOLIC PROCESS,1,232,7,0.3491898333488348
BILE ACID BIOSYNTHETIC PROCESS,1,232,7,0.3491898333488348
PYRIMIDINE CONTAINING COMPOUND METABOLIC PROCESS,1,232,7,0.3491898333488348
REGULATION OF MALE GONAD DEVELOPMENT,1,232,7,0.3491898333488348
CIRCADIAN SLEEP WAKE CYCLE PROCESS,1,232,7,0.3491898333488348
CARBOHYDRATE DERIVATIVE TRANSPORT,1,232,7,0.3491898333488348
REGULATION OF MITOCHONDRIAL DEPOLARIZATION,1,232,7,0.3491898333488348
RESPONSE TO INTERFERON ALPHA,1,232,7,0.3491898333488348
POSITIVE REGULATION OF HETEROTYPIC CELL CELL ADHESION,1,232,7,0.3491898333488348
CYTOKINESIS,1,232,7,0.3491898333488348
BLOOD VESSEL ENDOTHELIAL CELL PROLIFERATION INVOLVED IN SPROUTING ANGIOGENESIS,1,232,7,0.3491898333488348
ENDODERMAL CELL FATE SPECIFICATION,1,232,7,0.3491898333488348
ESTROUS CYCLE,1,232,7,0.3491898333488348
NEGATIVE REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE,1,232,7,0.3491898333488348
POSITIVE REGULATION OF MEMBRANE POTENTIAL,1,232,7,0.3491898333488348
REGULATION OF ICOSANOID SECRETION,1,232,7,0.3491898333488348
NEGATIVE REGULATION OF SYNAPSE ORGANIZATION,1,232,7,0.3491898333488348
POSITIVE REGULATION OF ISOTYPE SWITCHING,1,232,7,0.3491898333488348
AMYLOID FIBRIL FORMATION,1,232,7,0.3491898333488348
PROTEIN LOCALIZATION TO CHROMATIN,1,232,7,0.3491898333488348
ODONTOGENESIS,5,232,66,0.35578957278096124
REGULATION OF PLASMA LIPOPROTEIN PARTICLE LEVELS,2,232,21,0.35784479158966737
STEROID HORMONE BIOSYNTHETIC PROCESS,2,232,21,0.35784479158966737
DEFENSE RESPONSE TO GRAM NEGATIVE BACTERIUM,2,232,21,0.35784479158966737
ANIMAL ORGAN REGENERATION,2,232,21,0.35784479158966737
REGULATION OF LEUKOCYTE MEDIATED IMMUNITY,6,232,82,0.3613277757378076
LEUKOCYTE DEGRANULATION,3,232,36,0.3626311992968853
REGULATION OF BONE MINERALIZATION,3,232,36,0.3626311992968853
BONE REMODELING,3,232,36,0.3626311992968853
NATURAL KILLER CELL ACTIVATION,3,232,36,0.3626311992968853
POSITIVE REGULATION OF ENDOTHELIAL CELL PROLIFERATION,3,232,36,0.3626311992968853
NEURON APOPTOTIC PROCESS,7,232,98,0.36472797619796127
EAR MORPHOGENESIS,5,232,67,0.3678676289262348
SKIN EPIDERMIS DEVELOPMENT,5,232,67,0.3678676289262348
POSITIVE REGULATION OF HORMONE SECRETION,5,232,67,0.3678676289262348
ORGANIC ACID TRANSPORT,6,232,83,0.3721894309672231
FEMALE SEX DIFFERENTIATION,4,232,52,0.3741162354921542
MOLTING CYCLE,4,232,52,0.3741162354921542
EMBRYONIC PLACENTA DEVELOPMENT,4,232,52,0.3741162354921542
MYELOID LEUKOCYTE ACTIVATION,7,232,99,0.3746813977723378
NEGATIVE REGULATION OF CELLULAR COMPONENT ORGANIZATION,9,232,131,0.37665390995648773
NEUTRAL LIPID METABOLIC PROCESS,3,232,37,0.37919080598383265
PLASMA MEMBRANE ORGANIZATION,3,232,37,0.37919080598383265
CARBOHYDRATE TRANSPORT,3,232,37,0.37919080598383265
FEAR RESPONSE,2,232,22,0.379704128210764
IMMUNOGLOBULIN PRODUCTION,2,232,22,0.379704128210764
POSITIVE REGULATION OF PLASMA MEMBRANE BOUNDED CELL PROJECTION ASSEMBLY,2,232,22,0.379704128210764
RESPONSE TO FATTY ACID,2,232,22,0.379704128210764
GRANULOCYTE DIFFERENTIATION,2,232,22,0.379704128210764
MAST CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE,2,232,22,0.379704128210764
AMINOGLYCAN METABOLIC PROCESS,2,232,22,0.379704128210764
POSITIVE REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY,2,232,22,0.379704128210764
CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS,2,232,22,0.379704128210764
EPIDERMIS MORPHOGENESIS,2,232,22,0.379704128210764
BIOLOGICAL PROCESS INVOLVED IN INTRASPECIES INTERACTION BETWEEN ORGANISMS,2,232,22,0.379704128210764
SUPEROXIDE METABOLIC PROCESS,2,232,22,0.379704128210764
GRANULOCYTE ACTIVATION,2,232,22,0.379704128210764
NEGATIVE REGULATION OF COAGULATION,2,232,22,0.379704128210764
CELLULAR HOMEOSTASIS,15,232,228,0.379832848266634
POSITIVE REGULATION OF TRANSMEMBRANE TRANSPORT,5,232,68,0.3799520355742387
NEGATIVE REGULATION OF PROTEIN MODIFICATION PROCESS,5,232,68,0.3799520355742387
ODONTOGENESIS OF DENTIN CONTAINING TOOTH,4,232,53,0.3879154184734087
LIVER MORPHOGENESIS,1,232,8,0.3879643476434084
RESPONSE TO ETHER,1,232,8,0.3879643476434084
POSITIVE REGULATION OF MACROPHAGE DERIVED FOAM CELL DIFFERENTIATION,1,232,8,0.3879643476434084
SHORT TERM MEMORY,1,232,8,0.3879643476434084
POSITIVE REGULATION OF JUN KINASE ACTIVITY,1,232,8,0.3879643476434084
NUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS,1,232,8,0.3879643476434084
L AMINO ACID CATABOLIC PROCESS,1,232,8,0.3879643476434084
RESPONSE TO SALT,1,232,8,0.3879643476434084
POSITIVE REGULATION OF INTERFERON ALPHA PRODUCTION,1,232,8,0.3879643476434084
POSITIVE REGULATION OF INTERFERON BETA PRODUCTION,1,232,8,0.3879643476434084
NEGATIVE REGULATION OF INTERLEUKIN 2 PRODUCTION,1,232,8,0.3879643476434084
REGULATION OF CALCIUM ION DEPENDENT EXOCYTOSIS,1,232,8,0.3879643476434084
DETECTION OF LIGHT STIMULUS INVOLVED IN SENSORY PERCEPTION,1,232,8,0.3879643476434084
RETINOIC ACID METABOLIC PROCESS,1,232,8,0.3879643476434084
V D J RECOMBINATION,1,232,8,0.3879643476434084
RESPONSE TO PROSTAGLANDIN,1,232,8,0.3879643476434084
NEGATIVE REGULATION OF INTRACELLULAR TRANSPORT,1,232,8,0.3879643476434084
POSITIVE REGULATION OF VASCULAR ENDOTHELIAL CELL PROLIFERATION,1,232,8,0.3879643476434084
POSITIVE REGULATION OF MYELOID LEUKOCYTE MEDIATED IMMUNITY,1,232,8,0.3879643476434084
POSITIVE REGULATION OF ENDOTHELIAL CELL APOPTOTIC PROCESS,1,232,8,0.3879643476434084
RRNA METABOLIC PROCESS,1,232,8,0.3879643476434084
PLASMA MEMBRANE PHOSPHOLIPID SCRAMBLING,1,232,8,0.3879643476434084
IMMUNOLOGICAL SYNAPSE FORMATION,1,232,8,0.3879643476434084
NEGATIVE REGULATION OF KERATINOCYTE PROLIFERATION,1,232,8,0.3879643476434084
MINERALOCORTICOID BIOSYNTHETIC PROCESS,1,232,8,0.3879643476434084
PROTEIN TARGETING TO MEMBRANE,1,232,8,0.3879643476434084
POSITIVE REGULATION OF TRIGLYCERIDE METABOLIC PROCESS,1,232,8,0.3879643476434084
REGULATION OF MICROTUBULE POLYMERIZATION,1,232,8,0.3879643476434084
POSITIVE REGULATION OF MEMBRANE DEPOLARIZATION,1,232,8,0.3879643476434084
REGULATION OF ADIPOSE TISSUE DEVELOPMENT,1,232,8,0.3879643476434084
REGULATION OF TOLERANCE INDUCTION,1,232,8,0.3879643476434084
MIDGUT DEVELOPMENT,1,232,8,0.3879643476434084
REGULATION OF TOOTH MINERALIZATION,1,232,8,0.3879643476434084
MITOCHONDRIAL DEPOLARIZATION,1,232,8,0.3879643476434084
POSITIVE REGULATION OF BLOOD CIRCULATION,1,232,8,0.3879643476434084
POST ANAL TAIL MORPHOGENESIS,1,232,8,0.3879643476434084
REGULATION OF MACROPHAGE DIFFERENTIATION,1,232,8,0.3879643476434084
POSITIVE REGULATION OF PROTEIN UBIQUITINATION,1,232,8,0.3879643476434084
NOREPINEPHRINE BIOSYNTHETIC PROCESS,1,232,8,0.3879643476434084
PROTEIN DESTABILIZATION,1,232,8,0.3879643476434084
ACUTE INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS,1,232,8,0.3879643476434084
POSITIVE REGULATION OF MEIOTIC NUCLEAR DIVISION,1,232,8,0.3879643476434084
POSITIVE REGULATION OF SPROUTING ANGIOGENESIS,1,232,8,0.3879643476434084
PROGRAMMED NECROTIC CELL DEATH,1,232,8,0.3879643476434084
REGULATION OF ISOTYPE SWITCHING,1,232,8,0.3879643476434084
POSITIVE REGULATION OF CELLULAR RESPONSE TO INSULIN STIMULUS,1,232,8,0.3879643476434084
LINOLEIC ACID METABOLIC PROCESS,1,232,8,0.3879643476434084
INHIBITORY POSTSYNAPTIC POTENTIAL,1,232,8,0.3879643476434084
PROSTANOID BIOSYNTHETIC PROCESS,1,232,8,0.3879643476434084
NEGATIVE REGULATION OF INTERLEUKIN 1 PRODUCTION,1,232,8,0.3879643476434084
ENDODERMAL CELL FATE COMMITMENT,1,232,8,0.3879643476434084
REGULATION OF MEMBRANE INVAGINATION,1,232,8,0.3879643476434084
REGULATION OF TRANSMISSION OF NERVE IMPULSE,1,232,8,0.3879643476434084
NEGATIVE REGULATION OF CARDIAC MUSCLE TISSUE GROWTH,1,232,8,0.3879643476434084
POSITIVE REGULATION OF ERBB SIGNALING PATHWAY,1,232,8,0.3879643476434084
POSITIVE REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR,1,232,8,0.3879643476434084
MORPHOGENESIS OF AN EPITHELIAL BUD,1,232,8,0.3879643476434084
SERTOLI CELL DEVELOPMENT,1,232,8,0.3879643476434084
RESPONSE TO LEPTIN,1,232,8,0.3879643476434084
LIPOPROTEIN LOCALIZATION,1,232,8,0.3879643476434084
ODONTOBLAST DIFFERENTIATION,1,232,8,0.3879643476434084
INTERFERON ALPHA PRODUCTION,1,232,8,0.3879643476434084
POSITIVE REGULATION OF AMYLOID BETA FORMATION,1,232,8,0.3879643476434084
GLYCOSYL COMPOUND METABOLIC PROCESS,1,232,8,0.3879643476434084
POSITIVE REGULATION OF EXTRACELLULAR MATRIX ORGANIZATION,1,232,8,0.3879643476434084
REGULATION OF CELLULAR LOCALIZATION,13,232,197,0.38946104258496816
REGENERATION,5,232,69,0.39203131903914723
CARBOHYDRATE DERIVATIVE BIOSYNTHETIC PROCESS,5,232,69,0.39203131903914723
NEUROMUSCULAR PROCESS,5,232,69,0.39203131903914723
REGULATION OF HEMOPOIESIS,11,232,165,0.3920834232921016
OSSIFICATION,11,232,165,0.3920834232921016
NEGATIVE REGULATION OF CYTOKINE PRODUCTION,6,232,85,0.393940601264838
VASCULAR PROCESS IN CIRCULATORY SYSTEM,6,232,85,0.393940601264838
COGNITION,8,232,117,0.3945706057877728
GLIAL CELL PROLIFERATION,3,232,38,0.3956591903476374
OVARIAN FOLLICLE DEVELOPMENT,2,232,23,0.4012465461789247
DENDRITIC CELL DIFFERENTIATION,2,232,23,0.4012465461789247
CIRCADIAN REGULATION OF GENE EXPRESSION,2,232,23,0.4012465461789247
REGULATION OF ORGANIC ACID TRANSPORT,2,232,23,0.4012465461789247
NEGATIVE REGULATION OF CYTOSKELETON ORGANIZATION,2,232,23,0.4012465461789247
RESPONSE TO ACTIVITY,2,232,23,0.4012465461789247
MYELOID LEUKOCYTE CYTOKINE PRODUCTION,2,232,23,0.4012465461789247
PHOSPHOLIPID BIOSYNTHETIC PROCESS,2,232,23,0.4012465461789247
ACIDIC AMINO ACID TRANSPORT,2,232,23,0.4012465461789247
REGULATION OF PROTEIN LOCALIZATION TO NUCLEUS,2,232,23,0.4012465461789247
CELLULAR RESPONSE TO CORTICOSTEROID STIMULUS,2,232,23,0.4012465461789247
RECEPTOR CLUSTERING,2,232,23,0.4012465461789247
POSITIVE REGULATION OF LYMPHOCYTE DIFFERENTIATION,4,232,54,0.40167587193901944
TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION,4,232,54,0.40167587193901944
REGULATION OF LIPID LOCALIZATION,4,232,54,0.40167587193901944
LIPID LOCALIZATION,7,232,102,0.4046061596950425
ORGANIC ANION TRANSPORT,7,232,102,0.4046061596950425
SENSORY PERCEPTION,15,232,232,0.40648885026470566
CELLULAR RESPONSE TO STRESS,19,232,298,0.40961770162629607
REGULATION OF HORMONE LEVELS,13,232,200,0.41100294350650646
POSITIVE REGULATION OF LIPID BIOSYNTHETIC PROCESS,3,232,39,0.4120119971296901
FEEDING BEHAVIOR,3,232,39,0.4120119971296901
REGULATION OF BMP SIGNALING PATHWAY,3,232,39,0.4120119971296901
REGULATION OF CELL PROJECTION ASSEMBLY,3,232,39,0.4120119971296901
REGULATION OF CATALYTIC ACTIVITY,12,232,184,0.41328721207108093
REGULATION OF DNA BINDING TRANSCRIPTION FACTOR ACTIVITY,7,232,103,0.4145810394902432
REGULATION OF HORMONE SECRETION,7,232,103,0.4145810394902432
NEGATIVE REGULATION OF LOCOMOTION,7,232,103,0.4145810394902432
RESPONSE TO CALCIUM ION,4,232,55,0.4153822506245782
SPROUTING ANGIOGENESIS,4,232,55,0.4153822506245782
NEURAL RETINA DEVELOPMENT,4,232,55,0.4153822506245782
MULTICELLULAR ORGANISMAL LEVEL HOMEOSTASIS,19,232,299,0.4155737759835345
TAXIS,10,232,152,0.4178790715113155
SUPRAMOLECULAR FIBER ORGANIZATION,12,232,185,0.42078549542671484
NEGATIVE REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION,2,232,24,0.4224324320291823
POSITIVE REGULATION OF MAP KINASE ACTIVITY,2,232,24,0.4224324320291823
ENDOTHELIAL CELL APOPTOTIC PROCESS,2,232,24,0.4224324320291823
RESPONSE TO DSRNA,1,232,9,0.4244380880355814
FEMALE GENITALIA DEVELOPMENT,1,232,9,0.4244380880355814
CELL FATE SPECIFICATION INVOLVED IN PATTERN SPECIFICATION,1,232,9,0.4244380880355814
NEUTROPHIL DEGRANULATION,1,232,9,0.4244380880355814
REGULATION OF GLUTAMATE SECRETION,1,232,9,0.4244380880355814
INSULIN METABOLIC PROCESS,1,232,9,0.4244380880355814
SOMATIC DIVERSIFICATION OF IMMUNOGLOBULINS INVOLVED IN IMMUNE RESPONSE,1,232,9,0.4244380880355814
PROTEIN ACETYLATION,1,232,9,0.4244380880355814
REGULATION OF MEIOTIC NUCLEAR DIVISION,1,232,9,0.4244380880355814
REGULATION OF NEURON PROJECTION REGENERATION,1,232,9,0.4244380880355814
HEPATOCYTE DIFFERENTIATION,1,232,9,0.4244380880355814
REGULATION OF GLYCOGEN METABOLIC PROCESS,1,232,9,0.4244380880355814
VESICLE MEDIATED TRANSPORT TO THE PLASMA MEMBRANE,1,232,9,0.4244380880355814
REGULATION OF APPETITE,1,232,9,0.4244380880355814
POSITIVE REGULATION OF MACROPHAGE ACTIVATION,1,232,9,0.4244380880355814
REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE BY CIRCULATORY RENIN ANGIOTENSIN,1,232,9,0.4244380880355814
NOREPINEPHRINE METABOLIC PROCESS,1,232,9,0.4244380880355814
AMINO ACID CATABOLIC PROCESS,1,232,9,0.4244380880355814
REGULATION OF LIPOPOLYSACCHARIDE MEDIATED SIGNALING PATHWAY,1,232,9,0.4244380880355814
POSITIVE REGULATION OF MEIOTIC CELL CYCLE,1,232,9,0.4244380880355814
ENDOCARDIUM DEVELOPMENT,1,232,9,0.4244380880355814
PHASIC SMOOTH MUSCLE CONTRACTION,1,232,9,0.4244380880355814
REGULATION OF FATTY ACID OXIDATION,1,232,9,0.4244380880355814
POSITIVE REGULATION OF SMOOTH MUSCLE CONTRACTION,1,232,9,0.4244380880355814
SYNAPSE PRUNING,1,232,9,0.4244380880355814
SEX DETERMINATION,1,232,9,0.4244380880355814
NODAL SIGNALING PATHWAY,1,232,9,0.4244380880355814
NEGATIVE T CELL SELECTION,1,232,9,0.4244380880355814
AMINOGLYCAN BIOSYNTHETIC PROCESS,1,232,9,0.4244380880355814
POSITIVE REGULATION OF AMINO ACID TRANSPORT,1,232,9,0.4244380880355814
REGULATION OF P38MAPK CASCADE,1,232,9,0.4244380880355814
POSITIVE REGULATION OF POTASSIUM ION TRANSPORT,1,232,9,0.4244380880355814
POSITIVE REGULATION OF CELL SUBSTRATE JUNCTION ORGANIZATION,1,232,9,0.4244380880355814
VASCULAR WOUND HEALING,1,232,9,0.4244380880355814
REGULATION OF EXTRACELLULAR MATRIX ASSEMBLY,1,232,9,0.4244380880355814
CEREBELLAR PURKINJE CELL LAYER DEVELOPMENT,1,232,9,0.4244380880355814
CEREBELLAR CORTEX FORMATION,1,232,9,0.4244380880355814
GLIAL CELL FATE SPECIFICATION,1,232,9,0.4244380880355814
CHEMOKINE C X C MOTIF LIGAND 2 PRODUCTION,1,232,9,0.4244380880355814
MODIFIED AMINO ACID TRANSPORT,1,232,9,0.4244380880355814
DECIDUALIZATION,1,232,9,0.4244380880355814
REGULATION OF SUPEROXIDE ANION GENERATION,1,232,9,0.4244380880355814
POSITIVE REGULATION OF INTERLEUKIN 17 PRODUCTION,1,232,9,0.4244380880355814
NEGATIVE REGULATION OF MYELOID CELL APOPTOTIC PROCESS,1,232,9,0.4244380880355814
ENTERIC NERVOUS SYSTEM DEVELOPMENT,1,232,9,0.4244380880355814
CELLULAR RESPONSE TO STEROL,1,232,9,0.4244380880355814
LEUKOCYTE AGGREGATION,1,232,9,0.4244380880355814
POSITIVE REGULATION OF DNA BIOSYNTHETIC PROCESS,1,232,9,0.4244380880355814
RESPONSE TO ACIDIC PH,1,232,9,0.4244380880355814
OLIGOSACCHARIDE METABOLIC PROCESS,1,232,9,0.4244380880355814
NEGATIVE REGULATION OF SPROUTING ANGIOGENESIS,1,232,9,0.4244380880355814
DEVELOPMENT OF PRIMARY SEXUAL CHARACTERISTICS,6,232,88,0.426512963038744
EXPORT FROM CELL,17,232,268,0.42722598999732186
CELL CELL ADHESION,21,232,334,0.4275146785953422
NEGATIVE REGULATION OF TRANSMEMBRANE RECEPTOR PROTEIN SERINE THREONINE KINASE SIGNALING PATHWAY,3,232,40,0.42822667468458225
NEGATIVE REGULATION OF PROTEIN LOCALIZATION,3,232,40,0.42822667468458225
PROTEIN POLYMERIZATION,3,232,40,0.42822667468458225
INORGANIC ANION TRANSMEMBRANE TRANSPORT,3,232,40,0.42822667468458225
REGULATION OF ACTIN FILAMENT ORGANIZATION,3,232,40,0.42822667468458225
REGULATION OF VASCULATURE DEVELOPMENT,8,232,121,0.43166327645920555
NEGATIVE REGULATION OF RESPONSE TO STIMULUS,25,232,401,0.4322197354055767
INORGANIC ION HOMEOSTASIS,10,232,154,0.4343561018739921
STEROID METABOLIC PROCESS,6,232,89,0.43732429029719705
MONOATOMIC ION HOMEOSTASIS,11,232,171,0.4391060369342051
REGULATION OF SECRETION,13,232,204,0.4398030135174964
GLYCOPROTEIN METABOLIC PROCESS,4,232,57,0.4425751497178955
GLYCOSYLATION,2,232,25,0.4432279621533408
NEGATIVE REGULATION OF DNA BINDING,2,232,25,0.4432279621533408
NEGATIVE REGULATION OF SUPRAMOLECULAR FIBER ORGANIZATION,2,232,25,0.4432279621533408
DETECTION OF CHEMICAL STIMULUS INVOLVED IN SENSORY PERCEPTION OF SMELL,2,232,25,0.4432279621533408
POSITIVE REGULATION OF MITOTIC CELL CYCLE,2,232,25,0.4432279621533408
POSITIVE REGULATION OF ALPHA BETA T CELL ACTIVATION,2,232,25,0.4432279621533408
NEGATIVE REGULATION OF MUSCLE CELL APOPTOTIC PROCESS,2,232,25,0.4432279621533408
POSITIVE REGULATION OF PROTEIN CATABOLIC PROCESS,2,232,25,0.4432279621533408
RHYTHMIC BEHAVIOR,2,232,25,0.4432279621533408
MYELOID CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE,3,232,41,0.4442824303190287
POSITIVE REGULATION OF T CELL PROLIFERATION,3,232,41,0.4442824303190287
PHAGOCYTOSIS,5,232,74,0.45197463301590857
REGULATION OF CELL ADHESION,17,232,272,0.45244484837648535
INORGANIC ANION TRANSPORT,4,232,58,0.45603473924922855
REGULATION OF DEFENSE RESPONSE TO VIRUS,1,232,10,0.45874702009512563
RESPONSE TO LECTIN,1,232,10,0.45874702009512563
ANIMAL ORGAN MATURATION,1,232,10,0.45874702009512563
MUCOSA ASSOCIATED LYMPHOID TISSUE DEVELOPMENT,1,232,10,0.45874702009512563
REGULATION OF CYCLIN DEPENDENT PROTEIN SERINE THREONINE KINASE ACTIVITY,1,232,10,0.45874702009512563
CELLULAR COMPONENT DISASSEMBLY INVOLVED IN EXECUTION PHASE OF APOPTOSIS,1,232,10,0.45874702009512563
NUCLEOBASE CONTAINING COMPOUND TRANSPORT,1,232,10,0.45874702009512563
REGULATION OF T CELL MEDIATED CYTOTOXICITY,1,232,10,0.45874702009512563
REGULATION OF MONOCYTE DIFFERENTIATION,1,232,10,0.45874702009512563
NEGATIVE REGULATION OF OXIDOREDUCTASE ACTIVITY,1,232,10,0.45874702009512563
RESPONSE TO MUSCLE ACTIVITY,1,232,10,0.45874702009512563
REGULATION OF MEIOTIC CELL CYCLE,1,232,10,0.45874702009512563
NEGATIVE REGULATION OF NUCLEOTIDE METABOLIC PROCESS,1,232,10,0.45874702009512563
MEMBRANE PROTEIN ECTODOMAIN PROTEOLYSIS,1,232,10,0.45874702009512563
POSITIVE REGULATION OF AMYLOID PRECURSOR PROTEIN CATABOLIC PROCESS,1,232,10,0.45874702009512563
ALDEHYDE BIOSYNTHETIC PROCESS,1,232,10,0.45874702009512563
POSITIVE REGULATION OF CD4 POSITIVE ALPHA BETA T CELL DIFFERENTIATION,1,232,10,0.45874702009512563
NEGATIVE REGULATION OF MAP KINASE ACTIVITY,1,232,10,0.45874702009512563
NEGATIVE REGULATION OF ENDOPEPTIDASE ACTIVITY,1,232,10,0.45874702009512563
AMINOGLYCAN CATABOLIC PROCESS,1,232,10,0.45874702009512563
PROTEIN ACYLATION,1,232,10,0.45874702009512563
AMINO SUGAR METABOLIC PROCESS,1,232,10,0.45874702009512563
NITRIC OXIDE CGMP MEDIATED SIGNALING,1,232,10,0.45874702009512563
ICOSANOID SECRETION,1,232,10,0.45874702009512563
POSITIVE REGULATION OF ALPHA BETA T CELL PROLIFERATION,1,232,10,0.45874702009512563
POSITIVE REGULATION OF ACTIVATED T CELL PROLIFERATION,1,232,10,0.45874702009512563
PYROPTOTIC INFLAMMATORY RESPONSE,1,232,10,0.45874702009512563
POSITIVE REGULATION OF PROTEIN IMPORT INTO NUCLEUS,1,232,10,0.45874702009512563
FIBRINOLYSIS,1,232,10,0.45874702009512563
NON PROTEINOGENIC AMINO ACID METABOLIC PROCESS,1,232,10,0.45874702009512563
NEGATIVE REGULATION OF VASCULAR PERMEABILITY,1,232,10,0.45874702009512563
ESTABLISHMENT OF ENDOTHELIAL BARRIER,1,232,10,0.45874702009512563
ANDROGEN METABOLIC PROCESS,1,232,10,0.45874702009512563
LIVER REGENERATION,1,232,10,0.45874702009512563
PEROXISOME PROLIFERATOR ACTIVATED RECEPTOR SIGNALING PATHWAY,1,232,10,0.45874702009512563
HUMORAL IMMUNE RESPONSE MEDIATED BY CIRCULATING IMMUNOGLOBULIN,1,232,10,0.45874702009512563
STEROID HORMONE SECRETION,1,232,10,0.45874702009512563
ATRIOVENTRICULAR CANAL DEVELOPMENT,1,232,10,0.45874702009512563
RESPONSE TO TYPE I INTERFERON,1,232,10,0.45874702009512563
NEGATIVE REGULATION OF T CELL MEDIATED IMMUNITY,1,232,10,0.45874702009512563
POSITIVE REGULATION OF INTERLEUKIN 4 PRODUCTION,1,232,10,0.45874702009512563
EPITHELIAL CELL FATE COMMITMENT,1,232,10,0.45874702009512563
GLUCOCORTICOID BIOSYNTHETIC PROCESS,1,232,10,0.45874702009512563
REGULATION OF DEFENSE RESPONSE TO VIRUS BY HOST,1,232,10,0.45874702009512563
POSITIVE REGULATION OF CATION CHANNEL ACTIVITY,1,232,10,0.45874702009512563
REGULATION OF HETEROTYPIC CELL CELL ADHESION,1,232,10,0.45874702009512563
REGULATION OF MITOTIC CELL CYCLE,6,232,91,0.45883302576366547
REGULATION OF LEUKOCYTE PROLIFERATION,6,232,91,0.45883302576366547
ASTROCYTE DIFFERENTIATION,3,232,42,0.4601601797348361
CELLULAR RESPONSE TO TOXIC SUBSTANCE,2,232,26,0.4636045592768468
OOGENESIS,2,232,26,0.4636045592768468
HETEROTYPIC CELL CELL ADHESION,2,232,26,0.4636045592768468
POSITIVE REGULATION OF OSTEOBLAST DIFFERENTIATION,2,232,26,0.4636045592768468
REGULATION OF JNK CASCADE,2,232,26,0.4636045592768468
POSITIVE REGULATION OF B CELL ACTIVATION,2,232,26,0.4636045592768468
PLACENTA DEVELOPMENT,5,232,75,0.46380278919907447
EPIGENETIC REGULATION OF GENE EXPRESSION,4,232,59,0.46938639225249157
SENSORY PERCEPTION OF LIGHT STIMULUS,4,232,59,0.46938639225249157
LOCALIZATION WITHIN MEMBRANE,6,232,92,0.4695163617950546
RESPONSE TO ACID CHEMICAL,3,232,43,0.4758424917064221
REGULATION OF WOUND HEALING,3,232,43,0.4758424917064221
PROTEASOMAL PROTEIN CATABOLIC PROCESS,3,232,43,0.4758424917064221
ASSOCIATIVE LEARNING,3,232,43,0.4758424917064221
RESPONSE TO NUTRIENT,4,232,60,0.48261852378403086
REGULATION OF OSSIFICATION,4,232,60,0.48261852378403086
POSITIVE REGULATION OF LEUKOCYTE MIGRATION,4,232,60,0.48261852378403086
NEGATIVE REGULATION OF NEURON APOPTOTIC PROCESS,4,232,60,0.48261852378403086
POSITIVE REGULATION OF INTERLEUKIN 6 PRODUCTION,2,232,27,0.48353839266414694
REGULATION OF MICROTUBULE BASED PROCESS,2,232,27,0.48353839266414694
REGULATION OF MUSCLE HYPERTROPHY,2,232,27,0.48353839266414694
GLYCEROLIPID BIOSYNTHETIC PROCESS,2,232,27,0.48353839266414694
DICARBOXYLIC ACID TRANSPORT,2,232,27,0.48353839266414694
REGULATION OF GLIAL CELL PROLIFERATION,2,232,27,0.48353839266414694
REGULATION OF PROTEIN POLYMERIZATION,2,232,27,0.48353839266414694
DETOXIFICATION,2,232,27,0.48353839266414694
OVULATION CYCLE,2,232,27,0.48353839266414694
POSITIVE REGULATION OF CATALYTIC ACTIVITY,7,232,110,0.48378240178942017
RHYTHMIC PROCESS,7,232,110,0.48378240178942017
HORMONE TRANSPORT,8,232,127,0.48679736431578935
TISSUE HOMEOSTASIS,6,232,94,0.49070766456308
TRANSCRIPTION BY RNA POLYMERASE I,1,232,11,0.49101910730610754
PEPTIDE HORMONE PROCESSING,1,232,11,0.49101910730610754
PHOTORECEPTOR CELL MAINTENANCE,1,232,11,0.49101910730610754
