pathway,overlap,gene_set_size,pathway_size,p_value
NUCLEOTIDE BIOSYNTHETIC PROCESS,2,433,20,0.6682373798429954
POSITIVE REGULATION OF NUCLEAR DIVISION,2,433,20,0.6682373798429954
NEGATIVE REGULATION OF FAT CELL DIFFERENTIATION,2,433,20,0.6682373798429954
B CELL RECEPTOR SIGNALING PATHWAY,2,433,20,0.6682373798429954
EPITHELIAL TUBE BRANCHING INVOLVED IN LUNG MORPHOGENESIS,2,433,20,0.6682373798429954
REGULATION OF VIRAL GENOME REPLICATION,2,433,20,0.6682373798429954
GLYCOSAMINOGLYCAN METABOLIC PROCESS,2,433,20,0.6682373798429954
REGULATION OF POTASSIUM ION TRANSMEMBRANE TRANSPORT,2,433,20,0.6682373798429954
CELL JUNCTION MAINTENANCE,2,433,20,0.6682373798429954
STRIATED MUSCLE CELL APOPTOTIC PROCESS,2,433,20,0.6682373798429954
MAMMARY GLAND DUCT MORPHOGENESIS,2,433,20,0.6682373798429954
REGULATION OF D GLUCOSE IMPORT,2,433,20,0.6682373798429954
POSITIVE REGULATION OF CHEMOKINE PRODUCTION,2,433,20,0.6682373798429954
NATURAL KILLER CELL DIFFERENTIATION,2,433,20,0.6682373798429954
POSITIVE REGULATION OF TRANSLATION,2,433,20,0.6682373798429954
EMBRYONIC HINDLIMB MORPHOGENESIS,2,433,20,0.6682373798429954
NEGATIVE REGULATION OF TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION,2,433,20,0.6682373798429954
BEHAVIOR,27,433,259,0.6706572070709895
REGULATION OF CELLULAR RESPONSE TO STRESS,8,433,80,0.6775391953221568
REGULATION OF CYTOKINE PRODUCTION INVOLVED IN IMMUNE RESPONSE,4,433,41,0.682700261937464
NEGATIVE REGULATION OF BINDING,4,433,41,0.682700261937464
UROGENITAL SYSTEM DEVELOPMENT,4,433,41,0.682700261937464
AXIS SPECIFICATION,4,433,41,0.682700261937464
REGULATION OF REGULATED SECRETORY PATHWAY,4,433,41,0.682700261937464
PROTEIN COMPLEX OLIGOMERIZATION,5,433,51,0.6831825465317031
EAR DEVELOPMENT,12,433,119,0.6838852943512159
FORELIMB MORPHOGENESIS,3,433,31,0.6852063925800744
TRANSCRIPTION INITIATION AT RNA POLYMERASE II PROMOTER,3,433,31,0.6852063925800744
REGULATION OF VIRAL PROCESS,3,433,31,0.6852063925800744
POSITIVE REGULATION OF GENE EXPRESSION,40,433,382,0.685728171081631
SECRETORY GRANULE LOCALIZATION,1,433,10,0.692103465686607
POSITIVE REGULATION OF PROTEASOMAL UBIQUITIN DEPENDENT PROTEIN CATABOLIC PROCESS,1,433,10,0.692103465686607
NEGATIVE REGULATION OF CELL CYCLE G1 S PHASE TRANSITION,1,433,10,0.692103465686607
REGULATION OF NATURAL KILLER CELL DIFFERENTIATION,1,433,10,0.692103465686607
REGULATION OF MEIOTIC CELL CYCLE,1,433,10,0.692103465686607
MITOCHONDRION LOCALIZATION,1,433,10,0.692103465686607
REGULATION OF CYTOPLASMIC TRANSLATION,1,433,10,0.692103465686607
ALPHA BETA T CELL LINEAGE COMMITMENT,1,433,10,0.692103465686607
CELLULAR RESPONSE TO ZINC ION,1,433,10,0.692103465686607
SYNAPTIC VESICLE LOCALIZATION,1,433,10,0.692103465686607
MOTOR NEURON MIGRATION,1,433,10,0.692103465686607
STEROID HORMONE SECRETION,1,433,10,0.692103465686607
TELOMERE MAINTENANCE VIA TELOMERE LENGTHENING,1,433,10,0.692103465686607
EPIBOLY,1,433,10,0.692103465686607
REGULATION OF MEMBRANE PERMEABILITY,1,433,10,0.692103465686607
CYTOPLASMIC TRANSLATION,1,433,10,0.692103465686607
ADENOHYPOPHYSIS DEVELOPMENT,1,433,10,0.692103465686607
TYPE B PANCREATIC CELL DEVELOPMENT,1,433,10,0.692103465686607
RESPONSE TO CHOLESTEROL,1,433,10,0.692103465686607
CELLULAR RESPONSE TO GONADOTROPIN STIMULUS,1,433,10,0.692103465686607
POSITIVE REGULATION OF SMOOTHENED SIGNALING PATHWAY,1,433,10,0.692103465686607
AMINOGLYCAN CATABOLIC PROCESS,1,433,10,0.692103465686607
MUCOSA ASSOCIATED LYMPHOID TISSUE DEVELOPMENT,1,433,10,0.692103465686607
PLATELET MORPHOGENESIS,1,433,10,0.692103465686607
POSITIVE REGULATION OF MYELOID LEUKOCYTE CYTOKINE PRODUCTION INVOLVED IN IMMUNE RESPONSE,1,433,10,0.692103465686607
MAMMARY GLAND ALVEOLUS DEVELOPMENT,1,433,10,0.692103465686607
POSITIVE REGULATION OF LONG TERM SYNAPTIC POTENTIATION,1,433,10,0.692103465686607
NON PROTEINOGENIC AMINO ACID METABOLIC PROCESS,1,433,10,0.692103465686607
REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION,1,433,10,0.692103465686607
ECTODERM DEVELOPMENT,1,433,10,0.692103465686607
NEGATIVE REGULATION OF VASCULAR PERMEABILITY,1,433,10,0.692103465686607
REGULATION OF MEGAKARYOCYTE DIFFERENTIATION,1,433,10,0.692103465686607
GLYCOSPHINGOLIPID METABOLIC PROCESS,1,433,10,0.692103465686607
REGULATION OF T CELL MEDIATED CYTOTOXICITY,1,433,10,0.692103465686607
NEGATIVE REGULATION OF VASCULAR ASSOCIATED SMOOTH MUSCLE CELL PROLIFERATION,1,433,10,0.692103465686607
POSITIVE REGULATION OF TOR SIGNALING,1,433,10,0.692103465686607
NEGATIVE REGULATION OF T CELL MEDIATED IMMUNITY,1,433,10,0.692103465686607
POSITIVE REGULATION OF MYELINATION,1,433,10,0.692103465686607
RESPONSE TO ARSENIC CONTAINING SUBSTANCE,1,433,10,0.692103465686607
LEUKOTRIENE METABOLIC PROCESS,1,433,10,0.692103465686607
NITRIC OXIDE CGMP MEDIATED SIGNALING,1,433,10,0.692103465686607
AUDITORY RECEPTOR CELL DEVELOPMENT,1,433,10,0.692103465686607
EPITHELIAL CELL FATE COMMITMENT,1,433,10,0.692103465686607
REGULATION OF NEUROTRANSMITTER RECEPTOR ACTIVITY,1,433,10,0.692103465686607
UNSATURATED FATTY ACID BIOSYNTHETIC PROCESS,1,433,10,0.692103465686607
REGULATION OF GASTRULATION,1,433,10,0.692103465686607
MESENCHYMAL TO EPITHELIAL TRANSITION,1,433,10,0.692103465686607
DETECTION OF TEMPERATURE STIMULUS INVOLVED IN SENSORY PERCEPTION OF PAIN,1,433,10,0.692103465686607
POSITIVE REGULATION OF AMYLOID PRECURSOR PROTEIN CATABOLIC PROCESS,1,433,10,0.692103465686607
MUSCLE CELL CELLULAR HOMEOSTASIS,1,433,10,0.692103465686607
CARDIAC LEFT VENTRICLE MORPHOGENESIS,1,433,10,0.692103465686607
G0 TO G1 TRANSITION,1,433,10,0.692103465686607
POSITIVE REGULATION OF CATION CHANNEL ACTIVITY,1,433,10,0.692103465686607
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN,1,433,10,0.692103465686607
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II,1,433,10,0.692103465686607
REGULATION OF TELOMERE MAINTENANCE,1,433,10,0.692103465686607
T HELPER 2 CELL DIFFERENTIATION,1,433,10,0.692103465686607
METANEPHRIC GLOMERULUS DEVELOPMENT,1,433,10,0.692103465686607
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN,1,433,10,0.692103465686607
INOSITOL PHOSPHATE METABOLIC PROCESS,1,433,10,0.692103465686607
REGULATION OF B CELL PROLIFERATION,2,433,21,0.6946479130404911
HETEROPHILIC CELL CELL ADHESION VIA PLASMA MEMBRANE CELL ADHESION MOLECULES,2,433,21,0.6946479130404911
TIGHT JUNCTION ORGANIZATION,2,433,21,0.6946479130404911
PROTEIN LOCALIZATION TO SYNAPSE,2,433,21,0.6946479130404911
NEGATIVE REGULATION OF VIRAL PROCESS,2,433,21,0.6946479130404911
REGULATION OF COLLAGEN METABOLIC PROCESS,2,433,21,0.6946479130404911
POSITIVE REGULATION OF MYOBLAST DIFFERENTIATION,2,433,21,0.6946479130404911
POSITIVE REGULATION OF DNA REPAIR,2,433,21,0.6946479130404911
REGULATION OF EXTRACELLULAR MATRIX ORGANIZATION,2,433,21,0.6946479130404911
REGULATION OF ACTION POTENTIAL,2,433,21,0.6946479130404911
NEGATIVE REGULATION OF INTRACELLULAR STEROID HORMONE RECEPTOR SIGNALING PATHWAY,2,433,21,0.6946479130404911
TYPE 2 IMMUNE RESPONSE,2,433,21,0.6946479130404911
TYPE I INTERFERON PRODUCTION,2,433,21,0.6946479130404911
CELL JUNCTION ORGANIZATION,24,433,234,0.6959815014618682
INSULIN RECEPTOR SIGNALING PATHWAY,5,433,52,0.6999707072793762
INTRACELLULAR PROTEIN TRANSPORT,5,433,52,0.6999707072793762
ERBB SIGNALING PATHWAY,5,433,52,0.6999707072793762
REGULATION OF REPRODUCTIVE PROCESS,5,433,52,0.6999707072793762
CELLULAR RESPONSE TO VASCULAR ENDOTHELIAL GROWTH FACTOR STIMULUS,4,433,42,0.7012839091346212
POSITIVE REGULATION OF SMOOTH MUSCLE CELL PROLIFERATION,4,433,42,0.7012839091346212
ASTROCYTE DIFFERENTIATION,4,433,42,0.7012839091346212
COLLAGEN METABOLIC PROCESS,4,433,42,0.7012839091346212
POSITIVE REGULATION OF INSULIN SECRETION,4,433,42,0.7012839091346212
MITOTIC NUCLEAR DIVISION,3,433,32,0.7062417837761128
RESPONSE TO HYDROGEN PEROXIDE,3,433,32,0.7062417837761128
CHEMICAL SYNAPTIC TRANSMISSION POSTSYNAPTIC,3,433,32,0.7062417837761128
MEIOTIC CELL CYCLE,3,433,32,0.7062417837761128
UNSATURATED FATTY ACID METABOLIC PROCESS,3,433,32,0.7062417837761128
INTERLEUKIN 1 PRODUCTION,3,433,32,0.7062417837761128
APOPTOTIC SIGNALING PATHWAY,14,433,141,0.7139813570784294
REGULATION OF CHEMOTAXIS,7,433,73,0.7161239562337285
PROTEASOMAL PROTEIN CATABOLIC PROCESS,4,433,43,0.719072230908048
BLASTOCYST DEVELOPMENT,4,433,43,0.719072230908048
REGULATION OF OLIGODENDROCYTE DIFFERENTIATION,2,433,22,0.7192985381559733
AXONEME ASSEMBLY,2,433,22,0.7192985381559733
ENDOCRINE HORMONE SECRETION,2,433,22,0.7192985381559733
POSITIVE REGULATION OF GLIAL CELL DIFFERENTIATION,2,433,22,0.7192985381559733
GRANULOCYTE DIFFERENTIATION,2,433,22,0.7192985381559733
BODY MORPHOGENESIS,2,433,22,0.7192985381559733
SPINAL CORD MOTOR NEURON DIFFERENTIATION,2,433,22,0.7192985381559733
COLLAGEN BIOSYNTHETIC PROCESS,2,433,22,0.7192985381559733
KERATINOCYTE PROLIFERATION,2,433,22,0.7192985381559733
CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS,2,433,22,0.7192985381559733
INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS,2,433,22,0.7192985381559733
FEAR RESPONSE,2,433,22,0.7192985381559733
AMINOGLYCAN METABOLIC PROCESS,2,433,22,0.7192985381559733
NEGATIVE REGULATION OF INNATE IMMUNE RESPONSE,2,433,22,0.7192985381559733
REGULATION OF MYELOID LEUKOCYTE MEDIATED IMMUNITY,2,433,22,0.7192985381559733
EPIDERMIS MORPHOGENESIS,2,433,22,0.7192985381559733
NEGATIVE REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY,2,433,22,0.7192985381559733
ARACHIDONATE METABOLIC PROCESS,2,433,22,0.7192985381559733
MECHANORECEPTOR DIFFERENTIATION,3,433,33,0.7261858066101059
MAMMARY GLAND MORPHOGENESIS,3,433,33,0.7261858066101059
PHOTORECEPTOR CELL MAINTENANCE,1,433,11,0.7263669453467712
ESTABLISHMENT OF TISSUE POLARITY,1,433,11,0.7263669453467712
MALE MEIOTIC NUCLEAR DIVISION,1,433,11,0.7263669453467712
REGULATION OF FIBROBLAST MIGRATION,1,433,11,0.7263669453467712
REGULATION OF DENDRITIC SPINE MORPHOGENESIS,1,433,11,0.7263669453467712
CD4 POSITIVE OR CD8 POSITIVE ALPHA BETA T CELL LINEAGE COMMITMENT,1,433,11,0.7263669453467712
CELLULAR RESPONSE TO OSMOTIC STRESS,1,433,11,0.7263669453467712
GENOMIC IMPRINTING,1,433,11,0.7263669453467712
TRACHEA DEVELOPMENT,1,433,11,0.7263669453467712
AMYLOID BETA FORMATION,1,433,11,0.7263669453467712
REGULATION OF T CELL CYTOKINE PRODUCTION,1,433,11,0.7263669453467712
NEGATIVE REGULATION OF EPITHELIAL TO MESENCHYMAL TRANSITION,1,433,11,0.7263669453467712
NEGATIVE REGULATION OF PEPTIDYL TYROSINE PHOSPHORYLATION,1,433,11,0.7263669453467712
POSITIVE REGULATION OF EXCITATORY POSTSYNAPTIC POTENTIAL,1,433,11,0.7263669453467712
ESTABLISHMENT OR MAINTENANCE OF BIPOLAR CELL POLARITY,1,433,11,0.7263669453467712
REGULATION OF CELLULAR SENESCENCE,1,433,11,0.7263669453467712
REGULATION OF CALCIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY,1,433,11,0.7263669453467712
POSITIVE REGULATION OF DENDRITIC SPINE DEVELOPMENT,1,433,11,0.7263669453467712
MAMMARY GLAND EPITHELIAL CELL DIFFERENTIATION,1,433,11,0.7263669453467712
RESPONSE TO ANTIBIOTIC,1,433,11,0.7263669453467712
MICROTUBULE POLYMERIZATION,1,433,11,0.7263669453467712
ANATOMICAL STRUCTURE ARRANGEMENT,1,433,11,0.7263669453467712
HEART VALVE FORMATION,1,433,11,0.7263669453467712
POSITIVE REGULATION OF MUSCLE ORGAN DEVELOPMENT,1,433,11,0.7263669453467712
CELLULAR RESPONSE TO CADMIUM ION,1,433,11,0.7263669453467712
NEURON PROJECTION ARBORIZATION,1,433,11,0.7263669453467712
ASTROCYTE DEVELOPMENT,1,433,11,0.7263669453467712
POSITIVE REGULATION OF FILOPODIUM ASSEMBLY,1,433,11,0.7263669453467712
POSITIVE REGULATION OF CHROMOSOME ORGANIZATION,1,433,11,0.7263669453467712
POSITIVE REGULATION OF AMIDE METABOLIC PROCESS,1,433,11,0.7263669453467712
REGULATION OF FATTY ACID TRANSPORT,1,433,11,0.7263669453467712
MICROTUBULE CYTOSKELETON ORGANIZATION INVOLVED IN MITOSIS,1,433,11,0.7263669453467712
GLOMERULAR MESANGIUM DEVELOPMENT,1,433,11,0.7263669453467712
RESPONSE TO ATP,1,433,11,0.7263669453467712
NEGATIVE REGULATION OF CELL FATE COMMITMENT,1,433,11,0.7263669453467712
HEMATOPOIETIC STEM CELL DIFFERENTIATION,1,433,11,0.7263669453467712
METANEPHRIC MESENCHYME DEVELOPMENT,1,433,11,0.7263669453467712
POSITIVE REGULATION OF DOUBLE STRAND BREAK REPAIR,1,433,11,0.7263669453467712
NEURON PROJECTION EXTENSION INVOLVED IN NEURON PROJECTION GUIDANCE,1,433,11,0.7263669453467712
REGULATION OF AMYLOID BETA FORMATION,1,433,11,0.7263669453467712
CELLULAR PIGMENTATION,1,433,11,0.7263669453467712
REGULATION OF SISTER CHROMATID SEGREGATION,1,433,11,0.7263669453467712
POSITIVE REGULATION OF PROTEIN BINDING,1,433,11,0.7263669453467712
CELL PROLIFERATION IN HINDBRAIN,1,433,11,0.7263669453467712
NEGATIVE REGULATION OF CALCIUM ION TRANSMEMBRANE TRANSPORT,1,433,11,0.7263669453467712
NEGATIVE REGULATION OF LEUKOCYTE MIGRATION,1,433,11,0.7263669453467712
REGULATION OF CELL PROLIFERATION INVOLVED IN KIDNEY DEVELOPMENT,1,433,11,0.7263669453467712
THYROID HORMONE GENERATION,1,433,11,0.7263669453467712
NUCLEOTIDE EXCISION REPAIR,1,433,11,0.7263669453467712
SURFACTANT HOMEOSTASIS,1,433,11,0.7263669453467712
REGULATION OF GRANULOCYTE DIFFERENTIATION,1,433,11,0.7263669453467712
ER NUCLEUS SIGNALING PATHWAY,1,433,11,0.7263669453467712
BIOLOGICAL PROCESS INVOLVED IN INTERACTION WITH SYMBIONT,1,433,11,0.7263669453467712
GASTRULATION WITH MOUTH FORMING SECOND,1,433,11,0.7263669453467712
REGULATION OF FIBROBLAST GROWTH FACTOR RECEPTOR SIGNALING PATHWAY,1,433,11,0.7263669453467712
REGULATION OF PROTEIN MATURATION,1,433,11,0.7263669453467712
RIBONUCLEOPROTEIN COMPLEX BIOGENESIS,1,433,11,0.7263669453467712
PARAXIAL MESODERM DEVELOPMENT,1,433,11,0.7263669453467712
ATRIAL SEPTUM DEVELOPMENT,1,433,11,0.7263669453467712
REGULATION OF LONG TERM NEURONAL SYNAPTIC PLASTICITY,1,433,11,0.7263669453467712
RESPONSE TO PROTOZOAN,1,433,11,0.7263669453467712
ATRIAL SEPTUM MORPHOGENESIS,1,433,11,0.7263669453467712
PHOSPHOLIPID CATABOLIC PROCESS,1,433,11,0.7263669453467712
CHONDROCYTE PROLIFERATION,1,433,11,0.7263669453467712
PEPTIDYL TYROSINE MODIFICATION,7,433,74,0.7295361532867973
POSITIVE REGULATION OF SYNAPTIC TRANSMISSION,5,433,54,0.7316751587964843
SOMITE DEVELOPMENT,4,433,44,0.7360683084127551
GLYCOPROTEIN BIOSYNTHETIC PROCESS,4,433,44,0.7360683084127551
FIBROBLAST PROLIFERATION,4,433,44,0.7360683084127551
EMBRYONIC EYE MORPHOGENESIS,2,433,23,0.7422536176285917
DNA BIOSYNTHETIC PROCESS,2,433,23,0.7422536176285917
POSITIVE REGULATION OF HEART GROWTH,2,433,23,0.7422536176285917
REGULATION OF CHROMOSOME ORGANIZATION,2,433,23,0.7422536176285917
REGULATION OF MYELINATION,2,433,23,0.7422536176285917
REGULATION OF NITRIC OXIDE METABOLIC PROCESS,2,433,23,0.7422536176285917
BLASTOCYST FORMATION,2,433,23,0.7422536176285917
RAS PROTEIN SIGNAL TRANSDUCTION,2,433,23,0.7422536176285917
RESPONSE TO MECHANICAL STIMULUS,8,433,85,0.7424525991336437
PLACENTA DEVELOPMENT,7,433,75,0.7425070769143283
MICROTUBULE BASED MOVEMENT,6,433,65,0.7436883294733952
MICROTUBULE CYTOSKELETON ORGANIZATION,6,433,65,0.7436883294733952
REGULATION OF HEART GROWTH,3,433,34,0.7450563504154224
B CELL MEDIATED IMMUNITY,3,433,34,0.7450563504154224
REGULATION OF CELL SHAPE,3,433,34,0.7450563504154224
VENTRICULAR CARDIAC MUSCLE TISSUE MORPHOGENESIS,3,433,34,0.7450563504154224
OLIGODENDROCYTE DIFFERENTIATION,5,433,55,0.7465907987191229
MULTICELLULAR ORGANISMAL REPRODUCTIVE PROCESS,22,433,222,0.7510134436688777
CEREBRAL CORTEX DEVELOPMENT,4,433,45,0.7522792670257932
REGULATION OF PROTEIN CONTAINING COMPLEX ASSEMBLY,7,433,76,0.7550360947140516
PROTEIN CATABOLIC PROCESS,11,433,116,0.7562813723938058
BLASTODERM SEGMENTATION,1,433,12,0.7568253290652411
SEGMENT SPECIFICATION,1,433,12,0.7568253290652411
REGULATION OF AMYLOID PRECURSOR PROTEIN CATABOLIC PROCESS,1,433,12,0.7568253290652411
POSTSYNAPTIC DENSITY ASSEMBLY,1,433,12,0.7568253290652411
PRESYNAPTIC ENDOCYTOSIS,1,433,12,0.7568253290652411
NEGATIVE REGULATION OF ASTROCYTE DIFFERENTIATION,1,433,12,0.7568253290652411
PHOSPHATIDYLINOSITOL METABOLIC PROCESS,1,433,12,0.7568253290652411
ENDOTHELIAL CELL CHEMOTAXIS,1,433,12,0.7568253290652411
NEGATIVE REGULATION OF ORGAN GROWTH,1,433,12,0.7568253290652411
POSITIVE REGULATION OF BEHAVIOR,1,433,12,0.7568253290652411
AMYLOID PRECURSOR PROTEIN CATABOLIC PROCESS,1,433,12,0.7568253290652411
NEGATIVE REGULATION OF NOTCH SIGNALING PATHWAY,1,433,12,0.7568253290652411
REGULATION OF SYNAPTIC TRANSMISSION GABAERGIC,1,433,12,0.7568253290652411
GOLGI VESICLE TRANSPORT,1,433,12,0.7568253290652411
CEREBELLAR CORTEX MORPHOGENESIS,1,433,12,0.7568253290652411
REGULATION OF CHROMOSOME SEGREGATION,1,433,12,0.7568253290652411
REGULATORY T CELL DIFFERENTIATION,1,433,12,0.7568253290652411
INTEGRIN ACTIVATION,1,433,12,0.7568253290652411
RADIAL GLIAL CELL DIFFERENTIATION,1,433,12,0.7568253290652411
LONG TERM SYNAPTIC DEPRESSION,1,433,12,0.7568253290652411
POSTSYNAPTIC MEMBRANE ORGANIZATION,1,433,12,0.7568253290652411
LEUKOCYTE MIGRATION INVOLVED IN INFLAMMATORY RESPONSE,1,433,12,0.7568253290652411
REGULATION OF T CELL DIFFERENTIATION IN THYMUS,1,433,12,0.7568253290652411
HEMATOPOIETIC STEM CELL PROLIFERATION,1,433,12,0.7568253290652411
MALE GENITALIA DEVELOPMENT,1,433,12,0.7568253290652411
REGULATION OF RECEPTOR INTERNALIZATION,1,433,12,0.7568253290652411
RETINA HOMEOSTASIS,1,433,12,0.7568253290652411
INFLAMMASOME MEDIATED SIGNALING PATHWAY,1,433,12,0.7568253290652411
CELLULAR RESPONSE TO UV,1,433,12,0.7568253290652411
DORSAL VENTRAL NEURAL TUBE PATTERNING,1,433,12,0.7568253290652411
POSITIVE REGULATION OF GENE EXPRESSION EPIGENETIC,1,433,12,0.7568253290652411
NEGATIVE REGULATION OF CELL KILLING,1,433,12,0.7568253290652411
NEGATIVE REGULATION OF STRIATED MUSCLE CELL APOPTOTIC PROCESS,1,433,12,0.7568253290652411
BASEMENT MEMBRANE ORGANIZATION,1,433,12,0.7568253290652411
MAMMARY GLAND DEVELOPMENT,6,433,66,0.7570278335864911
MITOTIC CELL CYCLE PHASE TRANSITION,6,433,66,0.7570278335864911
POSITIVE REGULATION OF PROTEIN SERINE THREONINE KINASE ACTIVITY,3,433,35,0.7628768023807838
POSITIVE REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION,3,433,35,0.7628768023807838
REGULATION OF DNA TEMPLATED TRANSCRIPTION INITIATION,2,433,24,0.7635849230773779
EMBRYONIC FORELIMB MORPHOGENESIS,2,433,24,0.7635849230773779
ESTABLISHMENT OF SKIN BARRIER,2,433,24,0.7635849230773779
POSITIVE REGULATION OF MAP KINASE ACTIVITY,2,433,24,0.7635849230773779
PRODUCTION OF MOLECULAR MEDIATOR INVOLVED IN INFLAMMATORY RESPONSE,2,433,24,0.7635849230773779
MRNA TRANSCRIPTION,2,433,24,0.7635849230773779
GLIAL CELL MIGRATION,2,433,24,0.7635849230773779
REGULATION OF CELL CYCLE PROCESS,10,433,107,0.7654948673485422
GLAND MORPHOGENESIS,7,433,77,0.7671240349347646
MYELOID CELL DEVELOPMENT,4,433,46,0.7677157727960812
MITOCHONDRION ORGANIZATION,4,433,46,0.7677157727960812
REGULATION OF MITOTIC CELL CYCLE PHASE TRANSITION,4,433,46,0.7677157727960812
POST TRANSCRIPTIONAL REGULATION OF GENE EXPRESSION,6,433,67,0.769853738137543
MUSCLE TISSUE DEVELOPMENT,21,433,215,0.7703827217845258
POSITIVE REGULATION OF PHOSPHORUS METABOLIC PROCESS,15,433,157,0.7720798839347557
GAMETE GENERATION,16,433,167,0.7739912353021885
MEMORY,5,433,57,0.7745676261146325
GLYCOPROTEIN METABOLIC PROCESS,5,433,57,0.7745676261146325
ENSHEATHMENT OF NEURONS,5,433,57,0.7745676261146325
NEPHRON DEVELOPMENT,8,433,88,0.7767911969655377
POSITIVE REGULATION OF ENDOTHELIAL CELL PROLIFERATION,3,433,36,0.779675055632554
REGULATION OF CELL CYCLE G1 S PHASE TRANSITION,3,433,36,0.779675055632554
NEGATIVE REGULATION OF CELL CYCLE PROCESS,3,433,36,0.779675055632554
NUCLEIC ACID CATABOLIC PROCESS,3,433,36,0.779675055632554
REGULATION OF CARTILAGE DEVELOPMENT,3,433,36,0.779675055632554
REGULATION OF ENDOTHELIAL CELL MIGRATION,6,433,68,0.7821703467748803
REGULATION OF POSTSYNAPTIC MEMBRANE NEUROTRANSMITTER RECEPTOR LEVELS,2,433,25,0.783369205925349
GLYCOSYLATION,2,433,25,0.783369205925349
SYNAPTIC VESICLE EXOCYTOSIS,2,433,25,0.783369205925349
DETECTION OF CHEMICAL STIMULUS INVOLVED IN SENSORY PERCEPTION OF SMELL,2,433,25,0.783369205925349
DOPAMINERGIC NEURON DIFFERENTIATION,2,433,25,0.783369205925349
REPRODUCTIVE BEHAVIOR,2,433,25,0.783369205925349
REGULATION OF T CELL MEDIATED IMMUNITY,2,433,25,0.783369205925349
METANEPHRIC NEPHRON EPITHELIUM DEVELOPMENT,1,433,13,0.783900318140775
KIDNEY MESENCHYME DEVELOPMENT,1,433,13,0.783900318140775
NEGATIVE REGULATION OF MRNA CATABOLIC PROCESS,1,433,13,0.783900318140775
CELL CELL RECOGNITION,1,433,13,0.783900318140775
NEGATIVE REGULATION OF RNA CATABOLIC PROCESS,1,433,13,0.783900318140775
NEGATIVE REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION,1,433,13,0.783900318140775
RENAL VESICLE DEVELOPMENT,1,433,13,0.783900318140775
BIOLOGICAL PHASE,1,433,13,0.783900318140775
NEGATIVE REGULATION OF NEURAL PRECURSOR CELL PROLIFERATION,1,433,13,0.783900318140775
RESPONSE TO DEXAMETHASONE,1,433,13,0.783900318140775
SECRETORY GRANULE ORGANIZATION,1,433,13,0.783900318140775
SEMAPHORIN PLEXIN SIGNALING PATHWAY,1,433,13,0.783900318140775
MEMBRANE REPOLARIZATION,1,433,13,0.783900318140775
VIRAL TRANSCRIPTION,1,433,13,0.783900318140775
PERICARDIUM DEVELOPMENT,1,433,13,0.783900318140775
POSITIVE REGULATION OF SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION,1,433,13,0.783900318140775
HYDROGEN PEROXIDE CATABOLIC PROCESS,1,433,13,0.783900318140775
EPIGENETIC PROGRAMMING OF GENE EXPRESSION,1,433,13,0.783900318140775
MESENCHYMAL CELL APOPTOTIC PROCESS,1,433,13,0.783900318140775
REGULATION OF PLATELET AGGREGATION,1,433,13,0.783900318140775
REGULATION OF ANDROGEN RECEPTOR SIGNALING PATHWAY,1,433,13,0.783900318140775
NEGATIVE REGULATION OF ANDROGEN RECEPTOR SIGNALING PATHWAY,1,433,13,0.783900318140775
NEUROENDOCRINE CELL DIFFERENTIATION,1,433,13,0.783900318140775
REGULATION OF HAIR CYCLE,1,433,13,0.783900318140775
POSITIVE REGULATION OF B CELL MEDIATED IMMUNITY,1,433,13,0.783900318140775
MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION,1,433,13,0.783900318140775
POSITIVE REGULATION OF SMAD PROTEIN SIGNAL TRANSDUCTION,1,433,13,0.783900318140775
NEGATIVE REGULATION OF CANONICAL NF KAPPAB SIGNAL TRANSDUCTION,1,433,13,0.783900318140775
POSITIVE REGULATION OF MITOTIC NUCLEAR DIVISION,1,433,13,0.783900318140775
CEREBRAL CORTEX RADIALLY ORIENTED CELL MIGRATION,1,433,13,0.783900318140775
CENTRAL NERVOUS SYSTEM PROJECTION NEURON AXONOGENESIS,1,433,13,0.783900318140775
REGULATION OF POSITIVE CHEMOTAXIS,1,433,13,0.783900318140775
POSITIVE REGULATION OF TYROSINE PHOSPHORYLATION OF STAT PROTEIN,1,433,13,0.783900318140775
IONOTROPIC GLUTAMATE RECEPTOR SIGNALING PATHWAY,1,433,13,0.783900318140775
CARDIAC RIGHT VENTRICLE MORPHOGENESIS,1,433,13,0.783900318140775
MATURE B CELL DIFFERENTIATION,1,433,13,0.783900318140775
HYALURONAN METABOLIC PROCESS,1,433,13,0.783900318140775
EXCRETION,1,433,13,0.783900318140775
