pathway,overlap,gene_set_size,pathway_size,p_value
REGULATION OF INFLAMMATORY RESPONSE,8,252,110,0.41762014400505626
CARBOHYDRATE DERIVATIVE METABOLIC PROCESS,11,252,155,0.4184192459920444
BONE GROWTH,2,252,22,0.42061391803879405
REGULATION OF OLIGODENDROCYTE DIFFERENTIATION,2,252,22,0.42061391803879405
SUPEROXIDE METABOLIC PROCESS,2,252,22,0.42061391803879405
NEGATIVE REGULATION OF SYNAPTIC TRANSMISSION,2,252,22,0.42061391803879405
REGULATION OF GLYCOLYTIC PROCESS,2,252,22,0.42061391803879405
CAMERA TYPE EYE PHOTORECEPTOR CELL DIFFERENTIATION,2,252,22,0.42061391803879405
STRESS FIBER ASSEMBLY,2,252,22,0.42061391803879405
NEGATIVE REGULATION OF ENDOTHELIAL CELL PROLIFERATION,2,252,22,0.42061391803879405
CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS,2,252,22,0.42061391803879405
PURINE CONTAINING COMPOUND BIOSYNTHETIC PROCESS,2,252,22,0.42061391803879405
NEGATIVE REGULATION OF PROTEIN SECRETION,2,252,22,0.42061391803879405
BIOLOGICAL PROCESS INVOLVED IN INTRASPECIES INTERACTION BETWEEN ORGANISMS,2,252,22,0.42061391803879405
REGULATION OF MYELOID LEUKOCYTE MEDIATED IMMUNITY,2,252,22,0.42061391803879405
REGULATION OF CD4 POSITIVE ALPHA BETA T CELL DIFFERENTIATION,2,252,22,0.42061391803879405
SALIVARY GLAND DEVELOPMENT,2,252,22,0.42061391803879405
INTERLEUKIN 2 PRODUCTION,2,252,22,0.42061391803879405
POSITIVE REGULATION OF GLIAL CELL DIFFERENTIATION,2,252,22,0.42061391803879405
EMBRYO IMPLANTATION,2,252,22,0.42061391803879405
MAST CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE,2,252,22,0.42061391803879405
RESPONSE TO PURINE CONTAINING COMPOUND,4,252,51,0.4209339140791076
GRANULOCYTE CHEMOTAXIS,4,252,51,0.4209339140791076
INTRINSIC APOPTOTIC SIGNALING PATHWAY,5,252,66,0.42450565571394705
CARBOHYDRATE BIOSYNTHETIC PROCESS,3,252,37,0.4315167095071195
REGULATION OF CELL CELL ADHESION,12,252,172,0.4344996587775967
MONOATOMIC ANION TRANSPORT,4,252,52,0.43573974878742516
EMBRYONIC PLACENTA DEVELOPMENT,4,252,52,0.43573974878742516
LEUKOCYTE MEDIATED CYTOTOXICITY,4,252,52,0.43573974878742516
INTRACELLULAR PROTEIN TRANSPORT,4,252,52,0.43573974878742516
RESPONSE TO HORMONE,22,252,325,0.44147104447760577
NEGATIVE REGULATION OF LYMPHOCYTE DIFFERENTIATION,2,252,23,0.44327502787487155
EYE PHOTORECEPTOR CELL DEVELOPMENT,2,252,23,0.44327502787487155
AMINO ACID TRANSMEMBRANE TRANSPORT,2,252,23,0.44327502787487155
REGULATION OF MYELINATION,2,252,23,0.44327502787487155
CIRCADIAN REGULATION OF GENE EXPRESSION,2,252,23,0.44327502787487155
ORGANIC CATION TRANSPORT,2,252,23,0.44327502787487155
EMBRYONIC EYE MORPHOGENESIS,2,252,23,0.44327502787487155
PHOSPHOLIPID TRANSPORT,2,252,23,0.44327502787487155
LUNG CELL DIFFERENTIATION,2,252,23,0.44327502787487155
REGULATION OF LYMPHOCYTE MIGRATION,2,252,23,0.44327502787487155
NEGATIVE REGULATION OF CYTOSKELETON ORGANIZATION,2,252,23,0.44327502787487155
BIOLOGICAL PROCESS INVOLVED IN SYMBIOTIC INTERACTION,3,252,38,0.44894939549760204
REGULATION OF MUSCLE ADAPTATION,3,252,38,0.44894939549760204
NEUROBLAST PROLIFERATION,3,252,38,0.44894939549760204
INSULIN SECRETION,6,252,83,0.4498772312693209
REGULATION OF NEURON APOPTOTIC PROCESS,6,252,83,0.4498772312693209
POSITIVE REGULATION OF MYELOID CELL DIFFERENTIATION,4,252,53,0.4504396823021039
OLEFINIC COMPOUND METABOLIC PROCESS,4,252,53,0.4504396823021039
MONOATOMIC ION TRANSMEMBRANE TRANSPORT,16,252,235,0.45136495514490643
MODIFIED AMINO ACID TRANSPORT,1,252,9,0.45209657025207706
COLUMNAR CUBOIDAL EPITHELIAL CELL MATURATION,1,252,9,0.45209657025207706
REGULATION OF MYOBLAST FUSION,1,252,9,0.45209657025207706
MATURE B CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE,1,252,9,0.45209657025207706
RESPONSE TO DSRNA,1,252,9,0.45209657025207706
CEREBELLAR PURKINJE CELL LAYER DEVELOPMENT,1,252,9,0.45209657025207706
POSITIVE REGULATION OF DNA BIOSYNTHETIC PROCESS,1,252,9,0.45209657025207706
REGULATION OF P38MAPK CASCADE,1,252,9,0.45209657025207706
HEPATOCYTE DIFFERENTIATION,1,252,9,0.45209657025207706
LEUKOCYTE AGGREGATION,1,252,9,0.45209657025207706
NEGATIVE REGULATION OF TYPE 2 IMMUNE RESPONSE,1,252,9,0.45209657025207706
VASCULAR WOUND HEALING,1,252,9,0.45209657025207706
POSITIVE REGULATION OF SMOOTH MUSCLE CONTRACTION,1,252,9,0.45209657025207706
PROTEIN ACETYLATION,1,252,9,0.45209657025207706
POSITIVE REGULATION OF CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS,1,252,9,0.45209657025207706
CEREBELLAR CORTEX FORMATION,1,252,9,0.45209657025207706
MONOCYTE CHEMOTACTIC PROTEIN 1 PRODUCTION,1,252,9,0.45209657025207706
INTESTINAL EPITHELIAL CELL DEVELOPMENT,1,252,9,0.45209657025207706
CELLULAR RESPONSE TO STEROL,1,252,9,0.45209657025207706
POSITIVE REGULATION OF LYMPHOCYTE CHEMOTAXIS,1,252,9,0.45209657025207706
VACUOLAR TRANSPORT,1,252,9,0.45209657025207706
GOLGI ORGANIZATION,1,252,9,0.45209657025207706
NEGATIVE T CELL SELECTION,1,252,9,0.45209657025207706
NEGATIVE REGULATION OF NEUROBLAST PROLIFERATION,1,252,9,0.45209657025207706
AMINO ACID CATABOLIC PROCESS,1,252,9,0.45209657025207706
REGULATION OF LIPOPOLYSACCHARIDE MEDIATED SIGNALING PATHWAY,1,252,9,0.45209657025207706
POSITIVE REGULATION OF AMINO ACID TRANSPORT,1,252,9,0.45209657025207706
REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE BY CIRCULATORY RENIN ANGIOTENSIN,1,252,9,0.45209657025207706
ENTERIC NERVOUS SYSTEM DEVELOPMENT,1,252,9,0.45209657025207706
NON CANONICAL WNT SIGNALING PATHWAY,1,252,9,0.45209657025207706
REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORT,1,252,9,0.45209657025207706
REGULATION OF CELLULAR RESPONSE TO VASCULAR ENDOTHELIAL GROWTH FACTOR STIMULUS,1,252,9,0.45209657025207706
REGULATION OF BROWN FAT CELL DIFFERENTIATION,1,252,9,0.45209657025207706
REGULATION OF EXTRACELLULAR MATRIX ASSEMBLY,1,252,9,0.45209657025207706
CEREBROSPINAL FLUID CIRCULATION,1,252,9,0.45209657025207706
OLFACTORY BULB INTERNEURON DIFFERENTIATION,1,252,9,0.45209657025207706
ATP BIOSYNTHETIC PROCESS,1,252,9,0.45209657025207706
AMMONIUM ION METABOLIC PROCESS,1,252,9,0.45209657025207706
AUDITORY RECEPTOR CELL MORPHOGENESIS,1,252,9,0.45209657025207706
MONOATOMIC ION TRANSPORT,20,252,297,0.4572822726036827
REGULATION OF ORGANELLE ORGANIZATION,11,252,160,0.46099232444838245
RESPONSE TO ABIOTIC STIMULUS,21,252,313,0.4615818688790069
NEUROMUSCULAR PROCESS,5,252,69,0.46336060409535695
REGULATION OF ENDOCYTOSIS,5,252,69,0.46336060409535695
REGULATION OF IMMUNE EFFECTOR PROCESS,9,252,130,0.465429473038351
REGULATION OF ERYTHROCYTE DIFFERENTIATION,2,252,24,0.46543890861426007
RESPONSE TO STEM CELL FACTOR,2,252,24,0.46543890861426007
EMBRYONIC DIGESTIVE TRACT DEVELOPMENT,2,252,24,0.46543890861426007
NEGATIVE REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION,2,252,24,0.46543890861426007
REGULATION OF CARBOHYDRATE CATABOLIC PROCESS,2,252,24,0.46543890861426007
PEPTIDYL SERINE MODIFICATION,2,252,24,0.46543890861426007
RETINOIC ACID RECEPTOR SIGNALING PATHWAY,2,252,24,0.46543890861426007
REGULATION OF BONE REMODELING,2,252,24,0.46543890861426007
REGULATION OF RECEPTOR SIGNALING PATHWAY VIA STAT,2,252,24,0.46543890861426007
REGULATION OF CELL PROJECTION ASSEMBLY,3,252,39,0.46616446749435847
INTEGRIN MEDIATED SIGNALING PATHWAY,3,252,39,0.46616446749435847
EXPORT FROM CELL,18,252,268,0.4678752444507628
LEUKOCYTE CELL CELL ADHESION,10,252,146,0.4720470118220542
VASCULAR PROCESS IN CIRCULATORY SYSTEM,6,252,85,0.47315134817636456
POSITIVE REGULATION OF IMMUNE EFFECTOR PROCESS,6,252,85,0.47315134817636456
REGULATION OF LYMPHOCYTE ACTIVATION,11,252,162,0.47792597005290316
REGULATION OF FAT CELL DIFFERENTIATION,4,252,55,0.47945752811863424
REGULATION OF EXOCYTOSIS,4,252,55,0.47945752811863424
NEGATIVE REGULATION OF PROTEIN LOCALIZATION,3,252,40,0.4831401568154414
ADENYLATE CYCLASE ACTIVATING G PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY,3,252,40,0.4831401568154414
LEUKOCYTE APOPTOTIC PROCESS,3,252,40,0.4831401568154414
T CELL DIFFERENTIATION IN THYMUS,3,252,40,0.4831401568154414
POSITIVE REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION,2,252,25,0.48707510749733113
NEGATIVE REGULATION OF SUPRAMOLECULAR FIBER ORGANIZATION,2,252,25,0.48707510749733113
RESPONSE TO MACROPHAGE COLONY STIMULATING FACTOR,2,252,25,0.48707510749733113
POSITIVE REGULATION OF ALPHA BETA T CELL ACTIVATION,2,252,25,0.48707510749733113
AMIDE BIOSYNTHETIC PROCESS,2,252,25,0.48707510749733113
PHOTORECEPTOR CELL DEVELOPMENT,2,252,25,0.48707510749733113
AMINE METABOLIC PROCESS,2,252,25,0.48707510749733113
ORGANOPHOSPHATE ESTER TRANSPORT,2,252,25,0.48707510749733113
CELLULAR RESPONSE TO OXYGEN CONTAINING COMPOUND,23,252,348,0.4872825459663314
AMINO SUGAR METABOLIC PROCESS,1,252,10,0.4875723318904318
POSITIVE REGULATION OF TOR SIGNALING,1,252,10,0.4875723318904318
NEGATIVE REGULATION OF NF KAPPAB TRANSCRIPTION FACTOR ACTIVITY,1,252,10,0.4875723318904318
REGULATION OF CYCLIN DEPENDENT PROTEIN SERINE THREONINE KINASE ACTIVITY,1,252,10,0.4875723318904318
REGULATION OF NATURAL KILLER CELL DIFFERENTIATION,1,252,10,0.4875723318904318
REGULATION OF HETEROTYPIC CELL CELL ADHESION,1,252,10,0.4875723318904318
NEGATIVE REGULATION OF T CELL MEDIATED IMMUNITY,1,252,10,0.4875723318904318
FIBRINOLYSIS,1,252,10,0.4875723318904318
INTESTINAL ABSORPTION,1,252,10,0.4875723318904318
SECRETORY GRANULE LOCALIZATION,1,252,10,0.4875723318904318
PEROXISOME PROLIFERATOR ACTIVATED RECEPTOR SIGNALING PATHWAY,1,252,10,0.4875723318904318
ADENOHYPOPHYSIS DEVELOPMENT,1,252,10,0.4875723318904318
HEMATOPOIETIC STEM CELL HOMEOSTASIS,1,252,10,0.4875723318904318
POSITIVE REGULATION OF MYELINATION,1,252,10,0.4875723318904318
CD4 POSITIVE ALPHA BETA T CELL CYTOKINE PRODUCTION,1,252,10,0.4875723318904318
MULTICELLULAR ORGANISMAL LEVEL WATER HOMEOSTASIS,1,252,10,0.4875723318904318
MUCOSA ASSOCIATED LYMPHOID TISSUE DEVELOPMENT,1,252,10,0.4875723318904318
T HELPER 2 CELL DIFFERENTIATION,1,252,10,0.4875723318904318
NEGATIVE REGULATION OF CHONDROCYTE DIFFERENTIATION,1,252,10,0.4875723318904318
REGULATION OF MACROAUTOPHAGY,1,252,10,0.4875723318904318
LIVER REGENERATION,1,252,10,0.4875723318904318
HUMORAL IMMUNE RESPONSE MEDIATED BY CIRCULATING IMMUNOGLOBULIN,1,252,10,0.4875723318904318
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN,1,252,10,0.4875723318904318
POSITIVE REGULATION OF AMYLOID PRECURSOR PROTEIN CATABOLIC PROCESS,1,252,10,0.4875723318904318
REGULATION OF GASTRULATION,1,252,10,0.4875723318904318
AUDITORY RECEPTOR CELL DEVELOPMENT,1,252,10,0.4875723318904318
CELLULAR RESPONSE TO PEPTIDE,1,252,10,0.4875723318904318
ANIMAL ORGAN MATURATION,1,252,10,0.4875723318904318
UNSATURATED FATTY ACID BIOSYNTHETIC PROCESS,1,252,10,0.4875723318904318
RESPONSE TO MUSCLE ACTIVITY,1,252,10,0.4875723318904318
ATRIOVENTRICULAR CANAL DEVELOPMENT,1,252,10,0.4875723318904318
WATER TRANSPORT,1,252,10,0.4875723318904318
POSITIVE REGULATION OF GAMMA DELTA T CELL ACTIVATION,1,252,10,0.4875723318904318
DOPAMINE TRANSPORT,1,252,10,0.4875723318904318
NITRIC OXIDE CGMP MEDIATED SIGNALING,1,252,10,0.4875723318904318
CELLULAR RESPONSE TO LITHIUM ION,1,252,10,0.4875723318904318
EPITHELIAL CELL FATE COMMITMENT,1,252,10,0.4875723318904318
ANDROGEN METABOLIC PROCESS,1,252,10,0.4875723318904318
RESPONSE TO CHOLESTEROL,1,252,10,0.4875723318904318
SEMICIRCULAR CANAL DEVELOPMENT,1,252,10,0.4875723318904318
NEGATIVE REGULATION OF POTASSIUM ION TRANSPORT,1,252,10,0.4875723318904318
POSITIVE REGULATION OF LONG TERM SYNAPTIC POTENTIATION,1,252,10,0.4875723318904318
RESPIRATORY BURST,1,252,10,0.4875723318904318
REGULATION OF MEGAKARYOCYTE DIFFERENTIATION,1,252,10,0.4875723318904318
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN,1,252,10,0.4875723318904318
REGULATION OF MONOCYTE DIFFERENTIATION,1,252,10,0.4875723318904318
NEGATIVE REGULATION OF NUCLEOTIDE METABOLIC PROCESS,1,252,10,0.4875723318904318
PROTEIN ACYLATION,1,252,10,0.4875723318904318
NEGATIVE REGULATION OF CYTOSOLIC CALCIUM ION CONCENTRATION,1,252,10,0.4875723318904318
NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS,1,252,10,0.4875723318904318
COLUMNAR CUBOIDAL EPITHELIAL CELL DIFFERENTIATION,5,252,71,0.48884043022932033
CELLULAR RESPONSE TO STEROID HORMONE STIMULUS,5,252,71,0.48884043022932033
NEGATIVE REGULATION OF CATABOLIC PROCESS,4,252,56,0.49374591306813576
REGULATION OF ADAPTIVE IMMUNE RESPONSE,4,252,56,0.49374591306813576
B CELL DIFFERENTIATION,4,252,56,0.49374591306813576
REGULATION OF MUSCLE SYSTEM PROCESS,6,252,87,0.4961475252470333
LEUKOCYTE PROLIFERATION,8,252,118,0.4975532223744234
MYELOID LEUKOCYTE MEDIATED IMMUNITY,3,252,41,0.4998569031799657
MYELOID CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE,3,252,41,0.4998569031799657
REGULATION OF REGULATED SECRETORY PATHWAY,3,252,41,0.4998569031799657
NEGATIVE REGULATION OF BINDING,3,252,41,0.4998569031799657
WOUND HEALING,9,252,134,0.502709169134268
CYTOKINE MEDIATED SIGNALING PATHWAY,9,252,134,0.502709169134268
REPRODUCTIVE PROCESS,25,252,382,0.5051909530826676
RESPONSE TO WOUNDING,12,252,181,0.5073205508394387
FOREBRAIN GENERATION OF NEURONS,4,252,57,0.5078693174263952
RESPONSE TO REACTIVE OXYGEN SPECIES,4,252,57,0.5078693174263952
ENSHEATHMENT OF NEURONS,4,252,57,0.5078693174263952
RESPONSE TO TUMOR NECROSIS FACTOR,4,252,57,0.5078693174263952
VISUAL BEHAVIOR,2,252,26,0.508159144184104
NEGATIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY,2,252,26,0.508159144184104
NEGATIVE REGULATION OF LEUKOCYTE PROLIFERATION,2,252,26,0.508159144184104
EMBRYONIC DIGIT MORPHOGENESIS,2,252,26,0.508159144184104
MONOAMINE TRANSPORT,2,252,26,0.508159144184104
REGULATION OF MULTICELLULAR ORGANISM GROWTH,2,252,26,0.508159144184104
NON CANONICAL NF KAPPAB SIGNAL TRANSDUCTION,2,252,26,0.508159144184104
CELLULAR RESPONSE TO INTERLEUKIN 1,2,252,26,0.508159144184104
REGULATION OF D GLUCOSE TRANSMEMBRANE TRANSPORT,2,252,26,0.508159144184104
REGULATION OF NUCLEOTIDE METABOLIC PROCESS,2,252,26,0.508159144184104
REGULATION OF CELLULAR LOCALIZATION,13,252,197,0.5111821874461586
MONOATOMIC CATION TRANSMEMBRANE TRANSPORT,13,252,197,0.5111821874461586
REGULATION OF LEUKOCYTE DIFFERENTIATION,9,252,135,0.5119218589859893
POSITIVE REGULATION OF INTRACELLULAR SIGNAL TRANSDUCTION,16,252,244,0.5144017682909556
CELLULAR RESPONSE TO VASCULAR ENDOTHELIAL GROWTH FACTOR STIMULUS,3,252,42,0.5162972580093402
RESPONSE TO TEMPERATURE STIMULUS,3,252,42,0.5162972580093402
CELLULAR RESPONSE TO OXYGEN LEVELS,3,252,42,0.5162972580093402
COLLAGEN METABOLIC PROCESS,3,252,42,0.5162972580093402
POSITIVE REGULATION OF MAPK CASCADE,8,252,120,0.5171039366830631
PROTEIN MATURATION,6,252,89,0.5188022885758835
MAMMARY GLAND EPITHELIAL CELL PROLIFERATION,1,252,11,0.5207596288227399
REGULATION OF CELL PROLIFERATION INVOLVED IN KIDNEY DEVELOPMENT,1,252,11,0.5207596288227399
WHITE FAT CELL DIFFERENTIATION,1,252,11,0.5207596288227399
RETINA LAYER FORMATION,1,252,11,0.5207596288227399
REGULATION OF CD8 POSITIVE ALPHA BETA T CELL ACTIVATION,1,252,11,0.5207596288227399
POSITIVE REGULATION OF AMIDE METABOLIC PROCESS,1,252,11,0.5207596288227399
AMYLOID BETA FORMATION,1,252,11,0.5207596288227399
NEGATIVE REGULATION OF PROTEIN CONTAINING COMPLEX DISASSEMBLY,1,252,11,0.5207596288227399
REGULATION OF TUMOR NECROSIS FACTOR MEDIATED SIGNALING PATHWAY,1,252,11,0.5207596288227399
REGULATION OF T CELL CYTOKINE PRODUCTION,1,252,11,0.5207596288227399
ASTROCYTE DEVELOPMENT,1,252,11,0.5207596288227399
NEGATIVE REGULATION OF RECEPTOR SIGNALING PATHWAY VIA STAT,1,252,11,0.5207596288227399
TRACHEA DEVELOPMENT,1,252,11,0.5207596288227399
RESPONSE TO COLD,1,252,11,0.5207596288227399
ESTABLISHMENT OF TISSUE POLARITY,1,252,11,0.5207596288227399
MAMMARY GLAND EPITHELIAL CELL DIFFERENTIATION,1,252,11,0.5207596288227399
RESPONSE TO MAGNESIUM ION,1,252,11,0.5207596288227399
ANGIOGENESIS INVOLVED IN WOUND HEALING,1,252,11,0.5207596288227399
NEGATIVE REGULATION OF CELL FATE COMMITMENT,1,252,11,0.5207596288227399
DOPAMINE METABOLIC PROCESS,1,252,11,0.5207596288227399
NEGATIVE REGULATION OF PEPTIDYL TYROSINE PHOSPHORYLATION,1,252,11,0.5207596288227399
PHOTORECEPTOR CELL MAINTENANCE,1,252,11,0.5207596288227399
REGULATION OF AMYLOID BETA FORMATION,1,252,11,0.5207596288227399
GLOMERULAR MESANGIUM DEVELOPMENT,1,252,11,0.5207596288227399
REGULATION OF PROTEIN MATURATION,1,252,11,0.5207596288227399
RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL BY ENDOPLASMIC RETICULUM,1,252,11,0.5207596288227399
NEGATIVE REGULATION OF EPITHELIAL TO MESENCHYMAL TRANSITION,1,252,11,0.5207596288227399
NEGATIVE REGULATION OF REGULATED SECRETORY PATHWAY,1,252,11,0.5207596288227399
GENOMIC IMPRINTING,1,252,11,0.5207596288227399
NEGATIVE REGULATION OF LIPID TRANSPORT,1,252,11,0.5207596288227399
BEHAVIORAL RESPONSE TO PAIN,1,252,11,0.5207596288227399
ORGAN INDUCTION,1,252,11,0.5207596288227399
REGULATION OF FATTY ACID TRANSPORT,1,252,11,0.5207596288227399
CELLULAR PIGMENTATION,1,252,11,0.5207596288227399
GRANULOCYTE MIGRATION,4,252,58,0.5218155464611643
VESICLE MEDIATED TRANSPORT,17,252,261,0.5243309250353761
RESPONSE TO PEPTIDE HORMONE,10,252,152,0.5246983844427853
CIRCADIAN RHYTHM,5,252,74,0.5262153140899385
REGULATION OF CELLULAR COMPONENT BIOGENESIS,13,252,199,0.5264554530526231
THYMUS DEVELOPMENT,2,252,27,0.5286718714896869
REGULATION OF PROTEIN POLYMERIZATION,2,252,27,0.5286718714896869
FOREBRAIN CELL MIGRATION,2,252,27,0.5286718714896869
NEUROEPITHELIAL CELL DIFFERENTIATION,2,252,27,0.5286718714896869
REGULATION OF PEPTIDASE ACTIVITY,2,252,27,0.5286718714896869
REGULATION OF ALPHA BETA T CELL DIFFERENTIATION,2,252,27,0.5286718714896869
POSITIVE REGULATION OF TYPE II INTERFERON PRODUCTION,2,252,27,0.5286718714896869
REGULATION OF POTASSIUM ION TRANSPORT,2,252,27,0.5286718714896869
HINDLIMB MORPHOGENESIS,2,252,27,0.5286718714896869
GLYCEROLIPID BIOSYNTHETIC PROCESS,2,252,27,0.5286718714896869
REGULATION OF STRIATED MUSCLE CONTRACTION,2,252,27,0.5286718714896869
RESPONSE TO OXIDATIVE STRESS,6,252,90,0.5299834134364177
RESPONSE TO INSULIN,6,252,90,0.5299834134364177
REGULATION OF WOUND HEALING,3,252,43,0.5324457848247701
CANONICAL NF KAPPAB SIGNAL TRANSDUCTION,3,252,43,0.5324457848247701
CELL SURFACE RECEPTOR SIGNALING PATHWAY VIA STAT,3,252,43,0.5324457848247701
RETINA MORPHOGENESIS IN CAMERA TYPE EYE,3,252,43,0.5324457848247701
ASSOCIATIVE LEARNING,3,252,43,0.5324457848247701
MONOATOMIC CATION TRANSPORT,16,252,247,0.5350790087004713
PROTEIN LOCALIZATION TO EXTRACELLULAR REGION,8,252,122,0.5363981772800309
CALCIUM MEDIATED SIGNALING,5,252,75,0.5384116090233648
POSITIVE REGULATION OF PROTEIN TRANSPORT,5,252,75,0.5384116090233648
PLACENTA DEVELOPMENT,5,252,75,0.5384116090233648
NEGATIVE REGULATION OF IMMUNE EFFECTOR PROCESS,3,252,44,0.5482889579013432
REGULATION OF STEROID METABOLIC PROCESS,3,252,44,0.5482889579013432
PITUITARY GLAND DEVELOPMENT,2,252,28,0.5485988932659931
POSITIVE REGULATION OF OSSIFICATION,2,252,28,0.5485988932659931
NEUROMUSCULAR PROCESS CONTROLLING BALANCE,2,252,28,0.5485988932659931
POSITIVE REGULATION OF ORGAN GROWTH,2,252,28,0.5485988932659931
LUNG EPITHELIUM DEVELOPMENT,2,252,28,0.5485988932659931
POSITIVE REGULATION OF FAT CELL DIFFERENTIATION,2,252,28,0.5485988932659931
NEGATIVE REGULATION OF TRANSMEMBRANE TRANSPORT,2,252,28,0.5485988932659931
NEUROTRANSMITTER TRANSPORT,4,252,60,0.5491326362915199
RESPONSE TO NUTRIENT,4,252,60,0.5491326362915199
NEGATIVE REGULATION OF NEURON APOPTOTIC PROCESS,4,252,60,0.5491326362915199
SPINAL CORD DEVELOPMENT,4,252,60,0.5491326362915199
NUCLEAR RECEPTOR MEDIATED SIGNALING PATHWAY,5,252,76,0.5504632882953028
RETINA HOMEOSTASIS,1,252,12,0.5518055346162282
REGULATION OF LYMPHOCYTE CHEMOTAXIS,1,252,12,0.5518055346162282
DICARBOXYLIC ACID METABOLIC PROCESS,1,252,12,0.5518055346162282
LEUKOCYTE MIGRATION INVOLVED IN INFLAMMATORY RESPONSE,1,252,12,0.5518055346162282
PHOSPHATE ION HOMEOSTASIS,1,252,12,0.5518055346162282
ENAMEL MINERALIZATION,1,252,12,0.5518055346162282
RESPONSE TO CORTICOSTERONE,1,252,12,0.5518055346162282
NEGATIVE REGULATION OF ORGAN GROWTH,1,252,12,0.5518055346162282
REGULATION OF SUBSTRATE ADHESION DEPENDENT CELL SPREADING,1,252,12,0.5518055346162282
NEGATIVE REGULATION OF NOTCH SIGNALING PATHWAY,1,252,12,0.5518055346162282
PHOSPHATIDYLCHOLINE METABOLIC PROCESS,1,252,12,0.5518055346162282
PEPTIDYL THREONINE MODIFICATION,1,252,12,0.5518055346162282
RESPONSE TO LITHIUM ION,1,252,12,0.5518055346162282
GOLGI VESICLE TRANSPORT,1,252,12,0.5518055346162282
AMINO ACID IMPORT ACROSS PLASMA MEMBRANE,1,252,12,0.5518055346162282
PROTEIN LOCALIZATION TO CHROMOSOME,1,252,12,0.5518055346162282
AMYLOID PRECURSOR PROTEIN CATABOLIC PROCESS,1,252,12,0.5518055346162282
CELLULAR RESPONSE TO UV,1,252,12,0.5518055346162282
CEREBELLAR CORTEX MORPHOGENESIS,1,252,12,0.5518055346162282
POSITIVE REGULATION OF MITOTIC CELL CYCLE PHASE TRANSITION,1,252,12,0.5518055346162282
REGULATION OF DNA DAMAGE RESPONSE SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR,1,252,12,0.5518055346162282
TRIGLYCERIDE BIOSYNTHETIC PROCESS,1,252,12,0.5518055346162282
PRESYNAPTIC ENDOCYTOSIS,1,252,12,0.5518055346162282
SARCOPLASMIC RETICULUM CALCIUM ION TRANSPORT,1,252,12,0.5518055346162282
CALCIUM ION TRANSPORT INTO CYTOSOL,1,252,12,0.5518055346162282
SEGMENT SPECIFICATION,1,252,12,0.5518055346162282
POSITIVE REGULATION OF GENE EXPRESSION EPIGENETIC,1,252,12,0.5518055346162282
REGULATION OF AMYLOID PRECURSOR PROTEIN CATABOLIC PROCESS,1,252,12,0.5518055346162282
NEGATIVE REGULATION OF CELL KILLING,1,252,12,0.5518055346162282
ENDOTHELIAL CELL CHEMOTAXIS,1,252,12,0.5518055346162282
POSITIVE REGULATION OF AMINE TRANSPORT,1,252,12,0.5518055346162282
RADIAL GLIAL CELL DIFFERENTIATION,1,252,12,0.5518055346162282
PROTEIN O LINKED GLYCOSYLATION,1,252,12,0.5518055346162282
POSITIVE REGULATION OF RECEPTOR SIGNALING PATHWAY VIA STAT,1,252,12,0.5518055346162282
DETERMINATION OF ADULT LIFESPAN,1,252,12,0.5518055346162282
FAT CELL DIFFERENTIATION,6,252,92,0.5520199418411174
MONOATOMIC ION HOMEOSTASIS,11,252,171,0.5525265168119251
RESPONSE TO FIBROBLAST GROWTH FACTOR,4,252,61,0.5624839687151728
NEGATIVE REGULATION OF SECRETION,3,252,45,0.5638150601782923
CEREBRAL CORTEX DEVELOPMENT,3,252,45,0.5638150601782923
POSITIVE REGULATION OF ENDOTHELIAL CELL MIGRATION,3,252,45,0.5638150601782923
MULTICELLULAR ORGANISMAL LEVEL HOMEOSTASIS,19,252,299,0.5675655944193534
REGULATION OF CHONDROCYTE DIFFERENTIATION,2,252,29,0.5679300347590992
TISSUE REGENERATION,2,252,29,0.5679300347590992
REGULATION OF PH,2,252,29,0.5679300347590992
POSITIVE CHEMOTAXIS,2,252,29,0.5679300347590992
REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY,2,252,29,0.5679300347590992
CALCIUM ION IMPORT,2,252,29,0.5679300347590992
NEGATIVE REGULATION OF GENE EXPRESSION,17,252,268,0.5705682647098582
EPITHELIAL CELL DEVELOPMENT,6,252,94,0.5735822166437982
