pathway,overlap,gene_set_size,pathway_size,p_value
PHOTORECEPTOR CELL MAINTENANCE,2,191,11,0.09809066883540754
SURFACTANT HOMEOSTASIS,2,191,11,0.09809066883540754
REGULATION OF ORGANIC ACID TRANSPORT,3,191,23,0.09972500212558005
NEURON PROJECTION REGENERATION,3,191,23,0.09972500212558005
CELLULAR RESPONSE TO CORTICOSTEROID STIMULUS,3,191,23,0.09972500212558005
PHOSPHOLIPID TRANSPORT,3,191,23,0.09972500212558005
ACIDIC AMINO ACID TRANSPORT,3,191,23,0.09972500212558005
CAMP MEDIATED SIGNALING,3,191,23,0.09972500212558005
RESPONSE TO PURINE CONTAINING COMPOUND,5,191,51,0.10198892115960408
ALCOHOL METABOLIC PROCESS,6,191,66,0.10205153663985511
IMMUNE RESPONSE REGULATING SIGNALING PATHWAY,10,191,130,0.10227977239766765
LEUKOCYTE MEDIATED IMMUNITY,10,191,130,0.10227977239766765
BIOMINERAL TISSUE DEVELOPMENT,7,191,82,0.10471120719902628
NEUTRAL LIPID METABOLIC PROCESS,4,191,37,0.10472013046719765
NEGATIVE REGULATION OF CELLULAR COMPONENT ORGANIZATION,10,191,131,0.1062491523207889
ORGANOPHOSPHATE METABOLIC PROCESS,11,191,149,0.11109884187607628
BIOLOGICAL PROCESS INVOLVED IN SYMBIOTIC INTERACTION,4,191,38,0.11280180289791471
NEGATIVE REGULATION OF PROTEIN MODIFICATION PROCESS,6,191,68,0.1136742884574941
NEGATIVE REGULATION OF BIOMINERAL TISSUE DEVELOPMENT,2,191,12,0.11404542115882994
ENAMEL MINERALIZATION,2,191,12,0.11404542115882994
RETINA HOMEOSTASIS,2,191,12,0.11404542115882994
L GLUTAMATE IMPORT,2,191,12,0.11404542115882994
NEGATIVE REGULATION OF AXON EXTENSION,2,191,12,0.11404542115882994
PHOSPHATIDYLCHOLINE METABOLIC PROCESS,2,191,12,0.11404542115882994
INFLAMMASOME MEDIATED SIGNALING PATHWAY,2,191,12,0.11404542115882994
MONOCARBOXYLIC ACID CATABOLIC PROCESS,2,191,12,0.11404542115882994
CALCIUM ION TRANSPORT INTO CYTOSOL,2,191,12,0.11404542115882994
POSITIVE REGULATION OF AMINE TRANSPORT,2,191,12,0.11404542115882994
RESPONSE TO CORTICOSTERONE,2,191,12,0.11404542115882994
PROSTANOID METABOLIC PROCESS,2,191,12,0.11404542115882994
INTRACELLULAR SODIUM ION HOMEOSTASIS,2,191,12,0.11404542115882994
REGULATION OF RESPONSE TO BIOTIC STIMULUS,10,191,133,0.11445207585276887
SMALL MOLECULE METABOLIC PROCESS,19,191,292,0.12014589982453198
CELL CYCLE PHASE TRANSITION,7,191,85,0.12062857321752314
AMIDE BIOSYNTHETIC PROCESS,3,191,25,0.12078049542871203
ORGANOPHOSPHATE ESTER TRANSPORT,3,191,25,0.12078049542871203
PHOTORECEPTOR CELL DEVELOPMENT,3,191,25,0.12078049542871203
NEGATIVE REGULATION OF DNA BINDING,3,191,25,0.12078049542871203
LIPID LOCALIZATION,8,191,102,0.12462869883492109
NEGATIVE REGULATION OF PHOSPHORUS METABOLIC PROCESS,6,191,70,0.125939599330543
OLIGODENDROCYTE DIFFERENTIATION,5,191,55,0.12966618660710977
REGULATION OF PROTEIN SERINE THREONINE KINASE ACTIVITY,5,191,55,0.12966618660710977
SPERMATID DIFFERENTIATION,4,191,40,0.12975889500027518
POSITIVE REGULATION OF MITOTIC NUCLEAR DIVISION,2,191,13,0.13060473771975825
VIRAL TRANSCRIPTION,2,191,13,0.13060473771975825
NEGATIVE REGULATION OF OSTEOCLAST DIFFERENTIATION,2,191,13,0.13060473771975825
THYROID HORMONE METABOLIC PROCESS,2,191,13,0.13060473771975825
FLUID TRANSPORT,2,191,13,0.13060473771975825
MITOTIC CELL CYCLE CHECKPOINT SIGNALING,2,191,13,0.13060473771975825
ACYLGLYCEROL HOMEOSTASIS,2,191,13,0.13060473771975825
REGULATION OF AMINO ACID TRANSPORT,2,191,13,0.13060473771975825
MATURE B CELL DIFFERENTIATION,2,191,13,0.13060473771975825
BIOLOGICAL PHASE,2,191,13,0.13060473771975825
LONG CHAIN FATTY ACID TRANSPORT,2,191,13,0.13060473771975825
SULFUR COMPOUND TRANSPORT,2,191,13,0.13060473771975825
RENAL ABSORPTION,2,191,13,0.13060473771975825
FATTY ACID TRANSPORT,3,191,26,0.13187173035425956
SECONDARY ALCOHOL METABOLIC PROCESS,3,191,26,0.13187173035425956
RESPONSE TO AXON INJURY,3,191,26,0.13187173035425956
IMPORT ACROSS PLASMA MEMBRANE,5,191,56,0.1370728124675466
CHEMICAL HOMEOSTASIS,19,191,298,0.13833368447694372
VESICLE ORGANIZATION,4,191,41,0.13861356515978
CARBOHYDRATE CATABOLIC PROCESS,4,191,41,0.13861356515978
MANCHETTE ASSEMBLY,1,191,3,0.13984508379095784
POSITIVE REGULATION OF THYROID HORMONE GENERATION,1,191,3,0.13984508379095784
REGULATION OF THYROID HORMONE GENERATION,1,191,3,0.13984508379095784
ALLANTOIN METABOLIC PROCESS,1,191,3,0.13984508379095784
RESPONSE TO VASOPRESSIN,1,191,3,0.13984508379095784
POSITIVE REGULATION OF FEAR RESPONSE,1,191,3,0.13984508379095784
RESPONSE TO BILE ACID,1,191,3,0.13984508379095784
PROTEIN LOCALIZATION TO PHOTORECEPTOR OUTER SEGMENT,1,191,3,0.13984508379095784
REGULATION OF AMINO ACID TRANSMEMBRANE TRANSPORT,1,191,3,0.13984508379095784
REGULATION OF METALLOENDOPEPTIDASE ACTIVITY,1,191,3,0.13984508379095784
REGULATION OF INTESTINAL LIPID ABSORPTION,1,191,3,0.13984508379095784
REGULATION OF CENTROSOME CYCLE,1,191,3,0.13984508379095784
NEGATIVE REGULATION OF ATP DEPENDENT ACTIVITY,1,191,3,0.13984508379095784
PORE COMPLEX ASSEMBLY,1,191,3,0.13984508379095784
NEGATIVE REGULATION OF INTERLEUKIN 5 PRODUCTION,1,191,3,0.13984508379095784
BILE ACID SECRETION,1,191,3,0.13984508379095784
REGULATION OF BLOOD VOLUME BY RENIN ANGIOTENSIN,1,191,3,0.13984508379095784
CENTRAL NERVOUS SYSTEM MYELIN FORMATION,1,191,3,0.13984508379095784
INTERLEUKIN 1 ALPHA PRODUCTION,1,191,3,0.13984508379095784
PROLINE TRANSMEMBRANE TRANSPORT,1,191,3,0.13984508379095784
OPERANT CONDITIONING,1,191,3,0.13984508379095784
RETINOIC ACID CATABOLIC PROCESS,1,191,3,0.13984508379095784
TOLL LIKE RECEPTOR 2 SIGNALING PATHWAY,1,191,3,0.13984508379095784
CELLULAR RESPONSE TO UV A,1,191,3,0.13984508379095784
SOMATIC DIVERSIFICATION OF T CELL RECEPTOR GENES,1,191,3,0.13984508379095784
PYRIMIDINE CONTAINING COMPOUND BIOSYNTHETIC PROCESS,1,191,3,0.13984508379095784
ALANINE TRANSPORT,1,191,3,0.13984508379095784
ISOPRENOID CATABOLIC PROCESS,1,191,3,0.13984508379095784
NITROGEN CYCLE METABOLIC PROCESS,1,191,3,0.13984508379095784
MULTIVESICULAR BODY SORTING PATHWAY,1,191,3,0.13984508379095784
CELLULAR RESPONSE TO GLUCAGON STIMULUS,1,191,3,0.13984508379095784
LEYDIG CELL DIFFERENTIATION,1,191,3,0.13984508379095784
SULFUR COMPOUND CATABOLIC PROCESS,1,191,3,0.13984508379095784
OLIGODENDROCYTE APOPTOTIC PROCESS,1,191,3,0.13984508379095784
NEGATIVE REGULATION OF GLYCOGEN METABOLIC PROCESS,1,191,3,0.13984508379095784
RENAL WATER ABSORPTION,1,191,3,0.13984508379095784
CELL CELL ADHESION INVOLVED IN GASTRULATION,1,191,3,0.13984508379095784
FAT SOLUBLE VITAMIN CATABOLIC PROCESS,1,191,3,0.13984508379095784
PHAGOSOME MATURATION,1,191,3,0.13984508379095784
POSITIVE REGULATION OF EXTRACELLULAR MATRIX DISASSEMBLY,1,191,3,0.13984508379095784
GERM CELL PROLIFERATION,1,191,3,0.13984508379095784
ASPARTATE TRANSMEMBRANE TRANSPORT,1,191,3,0.13984508379095784
GLYCINE TRANSPORT,1,191,3,0.13984508379095784
B 1 B CELL HOMEOSTASIS,1,191,3,0.13984508379095784
PHOSPHATIDYLCHOLINE ACYL CHAIN REMODELING,1,191,3,0.13984508379095784
B 1 B CELL DIFFERENTIATION,1,191,3,0.13984508379095784
DEOXYGUANOSINE METABOLIC PROCESS,1,191,3,0.13984508379095784
OUTER DYNEIN ARM ASSEMBLY,1,191,3,0.13984508379095784
RESPONSE TO OXYGEN GLUCOSE DEPRIVATION,1,191,3,0.13984508379095784
NEURONAL DENSE CORE VESICLE EXOCYTOSIS,1,191,3,0.13984508379095784
NEGATIVE REGULATION OF INSULIN SECRETION INVOLVED IN CELLULAR RESPONSE TO GLUCOSE STIMULUS,1,191,3,0.13984508379095784
ARTICULAR CARTILAGE DEVELOPMENT,1,191,3,0.13984508379095784
UREA METABOLIC PROCESS,1,191,3,0.13984508379095784
SENSORY PERCEPTION OF BITTER TASTE,1,191,3,0.13984508379095784
INHIBITION OF NON SKELETAL TISSUE MINERALIZATION,1,191,3,0.13984508379095784
PIRNA MEDIATED HETEROCHROMATIN FORMATION,1,191,3,0.13984508379095784
CENTROSOME DUPLICATION,1,191,3,0.13984508379095784
METAPHASE CHROMOSOME ALIGNMENT,1,191,3,0.13984508379095784
AMP METABOLIC PROCESS,1,191,3,0.13984508379095784
GMP METABOLIC PROCESS,1,191,3,0.13984508379095784
CORTICOTROPIN SECRETION,1,191,3,0.13984508379095784
RESPONSE TO CORTISOL,1,191,3,0.13984508379095784
COMPLEMENT ACTIVATION ALTERNATIVE PATHWAY,1,191,3,0.13984508379095784
CYTOLYSIS BY HOST OF SYMBIONT CELLS,1,191,3,0.13984508379095784
POSITIVE REGULATION OF COA TRANSFERASE ACTIVITY,1,191,3,0.13984508379095784
NEGATIVE REGULATION OF SUBSTRATE ADHESION DEPENDENT CELL SPREADING,1,191,3,0.13984508379095784
REGULATION OF TRIGLYCERIDE CATABOLIC PROCESS,1,191,3,0.13984508379095784
REGULATION OF PLASMINOGEN ACTIVATION,1,191,3,0.13984508379095784
REGULATION OF HEMATOPOIETIC STEM CELL DIFFERENTIATION,1,191,3,0.13984508379095784
NEGATIVE REGULATION OF PROTEASOMAL PROTEIN CATABOLIC PROCESS,1,191,3,0.13984508379095784
INTRACELLULAR WATER HOMEOSTASIS,1,191,3,0.13984508379095784
RESPONSE TO GRAVITY,1,191,3,0.13984508379095784
PURINE DEOXYRIBONUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS,1,191,3,0.13984508379095784
CELLULAR RESPONSE TO ALDOSTERONE,1,191,3,0.13984508379095784
DGMP METABOLIC PROCESS,1,191,3,0.13984508379095784
GMP CATABOLIC PROCESS,1,191,3,0.13984508379095784
REGULATION OF SYNAPTIC MEMBRANE ADHESION,1,191,3,0.13984508379095784
GUANINE METABOLIC PROCESS,1,191,3,0.13984508379095784
PYRAMIDAL NEURON DEVELOPMENT,1,191,3,0.13984508379095784
PRESYNAPTIC DENSE CORE VESICLE EXOCYTOSIS,1,191,3,0.13984508379095784
PURINE DEOXYRIBONUCLEOTIDE METABOLIC PROCESS,1,191,3,0.13984508379095784
TERPENOID CATABOLIC PROCESS,1,191,3,0.13984508379095784
PURINE DEOXYRIBONUCLEOSIDE MONOPHOSPHATE CATABOLIC PROCESS,1,191,3,0.13984508379095784
GUANINE CATABOLIC PROCESS,1,191,3,0.13984508379095784
PURINE DEOXYRIBONUCLEOSIDE METABOLIC PROCESS,1,191,3,0.13984508379095784
CAMP CATABOLIC PROCESS,1,191,3,0.13984508379095784
AMP CATABOLIC PROCESS,1,191,3,0.13984508379095784
PURINE NUCLEOSIDE CATABOLIC PROCESS,1,191,3,0.13984508379095784
REGULATION OF METALLOPEPTIDASE ACTIVITY,1,191,3,0.13984508379095784
TRANSCRIPTION INITIATION AT RNA POLYMERASE I PROMOTER,1,191,3,0.13984508379095784
PYRIMIDINE NUCLEOBASE METABOLIC PROCESS,1,191,3,0.13984508379095784
PURINE DEOXYRIBONUCLEOTIDE CATABOLIC PROCESS,1,191,3,0.13984508379095784
DNA TEMPLATED TRANSCRIPTION TERMINATION,1,191,3,0.13984508379095784
LONG CHAIN FATTY ACID METABOLIC PROCESS,3,191,27,0.1433042890900966
REGULATION OF FATTY ACID METABOLIC PROCESS,3,191,27,0.1433042890900966
FOREBRAIN CELL MIGRATION,3,191,27,0.1433042890900966
DEFENSE RESPONSE TO BACTERIUM,7,191,89,0.14367351660461036
GLYCEROLIPID METABOLIC PROCESS,5,191,57,0.14466332594812545
RESPONSE TO RADIATION,8,191,106,0.14590606513750648
L ALPHA AMINO ACID TRANSMEMBRANE TRANSPORT,2,191,14,0.1476719499853909
IRON ION TRANSPORT,2,191,14,0.1476719499853909
CELL VOLUME HOMEOSTASIS,2,191,14,0.1476719499853909
POSITIVE REGULATION OF NUCLEOTIDE CATABOLIC PROCESS,2,191,14,0.1476719499853909
LYTIC VACUOLE ORGANIZATION,2,191,14,0.1476719499853909
CERAMIDE BIOSYNTHETIC PROCESS,2,191,14,0.1476719499853909
VIRAL GENE EXPRESSION,2,191,14,0.1476719499853909
EXTRACELLULAR TRANSPORT,2,191,14,0.1476719499853909
ENDOSOMAL TRANSPORT,2,191,14,0.1476719499853909
MONOATOMIC ANION TRANSMEMBRANE TRANSPORT,4,191,42,0.14770445242000843
REGULATION OF CELL CYCLE PROCESS,8,191,107,0.15149097214693713
HUMORAL IMMUNE RESPONSE,6,191,74,0.15229981274561125
REGULATION OF DEFENSE RESPONSE,14,191,212,0.15330917387652943
POSITIVE REGULATION OF OSSIFICATION,3,191,28,0.15505226132043176
KILLING OF CELLS OF ANOTHER ORGANISM,3,191,28,0.15505226132043176
REGULATION OF MITOTIC CELL CYCLE,7,191,91,0.15593812817403752
REGULATION OF KINASE ACTIVITY,7,191,91,0.15593812817403752
NEGATIVE REGULATION OF RESPONSE TO EXTERNAL STIMULUS,8,191,108,0.1571785831526905
BONE MINERALIZATION,5,191,59,0.16037168353169548
IMMUNE RESPONSE REGULATING CELL SURFACE RECEPTOR SIGNALING PATHWAY,7,191,92,0.16224718372141356
RESPONSE TO DIETARY EXCESS,2,191,15,0.16515831901462733
T CELL MEDIATED CYTOTOXICITY,2,191,15,0.16515831901462733
NEGATIVE REGULATION OF BMP SIGNALING PATHWAY,2,191,15,0.16515831901462733
ICOSANOID TRANSPORT,2,191,15,0.16515831901462733
GAMMA DELTA T CELL DIFFERENTIATION,2,191,15,0.16515831901462733
REPLACEMENT OSSIFICATION,2,191,15,0.16515831901462733
ORGANELLE MEMBRANE FUSION,2,191,15,0.16515831901462733
BILE ACID AND BILE SALT TRANSPORT,2,191,15,0.16515831901462733
CELL KILLING,6,191,76,0.166337339785362
DISRUPTION OF ANATOMICAL STRUCTURE IN ANOTHER ORGANISM,3,191,29,0.16708979706817245
POSITIVE REGULATION OF BIOMINERAL TISSUE DEVELOPMENT,3,191,29,0.16708979706817245
REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY,3,191,29,0.16708979706817245
MACROPHAGE DIFFERENTIATION,3,191,29,0.16708979706817245
REGULATION OF OSSIFICATION,5,191,60,0.16847676570716952
PROTEIN LOCALIZATION TO ORGANELLE,8,191,110,0.16885405898920952
REGULATION OF CYTOSKELETON ORGANIZATION,6,191,77,0.17355646823070503
NUCLEOBASE CONTAINING SMALL MOLECULE METABOLIC PROCESS,7,191,94,0.1752047735916668
REGULATION OF LIPID TRANSPORT,4,191,45,0.17627976171827642
CARBOHYDRATE DERIVATIVE CATABOLIC PROCESS,5,191,61,0.17674025977996238
ESTABLISHMENT OF ORGANELLE LOCALIZATION,5,191,61,0.17674025977996238
TRANSMEMBRANE TRANSPORT,21,191,347,0.17848198015069494
MITOTIC CELL CYCLE,9,191,129,0.17883058957859962
CELLULAR RESPONSE TO ALCOHOL,3,191,30,0.17939124114096114
PURINE NUCLEOSIDE DIPHOSPHATE METABOLIC PROCESS,3,191,30,0.17939124114096114
STEROL HOMEOSTASIS,3,191,30,0.17939124114096114
PYRUVATE METABOLIC PROCESS,3,191,30,0.17939124114096114
BONE RESORPTION,3,191,30,0.17939124114096114
SPHINGOLIPID METABOLIC PROCESS,3,191,30,0.17939124114096114
ORGANELLE LOCALIZATION,6,191,78,0.1809034196768731
ADHESION OF SYMBIONT TO HOST,1,191,4,0.18199223335379186
POSITIVE REGULATION OF PHOSPHOLIPID METABOLIC PROCESS,1,191,4,0.18199223335379186
RESPONSE TO SODIUM PHOSPHATE,1,191,4,0.18199223335379186
REGULATION OF AEROBIC RESPIRATION,1,191,4,0.18199223335379186
MICROGLIAL CELL MIGRATION,1,191,4,0.18199223335379186
ENDOSOME TO LYSOSOME TRANSPORT,1,191,4,0.18199223335379186
ESTABLISHMENT OR MAINTENANCE OF TRANSMEMBRANE ELECTROCHEMICAL GRADIENT,1,191,4,0.18199223335379186
SULFATION,1,191,4,0.18199223335379186
BLEB ASSEMBLY,1,191,4,0.18199223335379186
VENTRICULAR COMPACT MYOCARDIUM MORPHOGENESIS,1,191,4,0.18199223335379186
REGULATION OF PROTON TRANSPORT,1,191,4,0.18199223335379186
NEGATIVE REGULATION OF CYTOKINESIS,1,191,4,0.18199223335379186
REGULATION OF PHOSPHATE TRANSPORT,1,191,4,0.18199223335379186
PERIPHERAL NERVOUS SYSTEM AXON REGENERATION,1,191,4,0.18199223335379186
POSITIVE REGULATION OF CAMP MEDIATED SIGNALING,1,191,4,0.18199223335379186
RENAL WATER TRANSPORT,1,191,4,0.18199223335379186
NEGATIVE REGULATION OF PROTEIN AUTOPHOSPHORYLATION,1,191,4,0.18199223335379186
PREPULSE INHIBITION,1,191,4,0.18199223335379186
POSITIVE REGULATION OF PROSTAGLANDIN BIOSYNTHETIC PROCESS,1,191,4,0.18199223335379186
POSITIVE REGULATION OF PROTEIN AUTOPHOSPHORYLATION,1,191,4,0.18199223335379186
REGULATORY NCRNA MEDIATED HETEROCHROMATIN FORMATION,1,191,4,0.18199223335379186
RESPONSE TO AMMONIUM ION,1,191,4,0.18199223335379186
SENSORY PERCEPTION OF SOUR TASTE,1,191,4,0.18199223335379186
POSITIVE REGULATION OF TRIGLYCERIDE LIPASE ACTIVITY,1,191,4,0.18199223335379186
MESODERMAL CELL MIGRATION,1,191,4,0.18199223335379186
VITAMIN CATABOLIC PROCESS,1,191,4,0.18199223335379186
NEGATIVE REGULATION OF INTERLEUKIN 4 PRODUCTION,1,191,4,0.18199223335379186
REGULATION OF SKELETAL MUSCLE CONTRACTION,1,191,4,0.18199223335379186
CELL QUIESCENCE,1,191,4,0.18199223335379186
NEGATIVE REGULATION OF EXTRACELLULAR MATRIX ORGANIZATION,1,191,4,0.18199223335379186
NEGATIVE REGULATION OF PROTEOLYSIS INVOLVED IN PROTEIN CATABOLIC PROCESS,1,191,4,0.18199223335379186
REGULATION OF ENDODERMAL CELL DIFFERENTIATION,1,191,4,0.18199223335379186
DETECTION OF CHEMICAL STIMULUS INVOLVED IN SENSORY PERCEPTION OF TASTE,1,191,4,0.18199223335379186
NEGATIVE REGULATION OF CHEMOKINE MEDIATED SIGNALING PATHWAY,1,191,4,0.18199223335379186
PROTEIN TRIMERIZATION,1,191,4,0.18199223335379186
MALE SEX DETERMINATION,1,191,4,0.18199223335379186
POST EMBRYONIC ANIMAL MORPHOGENESIS,1,191,4,0.18199223335379186
ESTABLISHMENT OF EPITHELIAL CELL APICAL BASAL POLARITY,1,191,4,0.18199223335379186
PHOTORECEPTOR CELL OUTER SEGMENT ORGANIZATION,1,191,4,0.18199223335379186
POSITIVE REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORT,1,191,4,0.18199223335379186
TRANSPOSABLE ELEMENT SILENCING BY HETEROCHROMATIN FORMATION,1,191,4,0.18199223335379186
MAINTENANCE OF POSTSYNAPTIC DENSITY STRUCTURE,1,191,4,0.18199223335379186
EMBRYONIC HINDGUT MORPHOGENESIS,1,191,4,0.18199223335379186
PROLINE TRANSPORT,1,191,4,0.18199223335379186
CALCIUM ION REGULATED EXOCYTOSIS OF NEUROTRANSMITTER,1,191,4,0.18199223335379186
POSITIVE REGULATION OF OSTEOBLAST PROLIFERATION,1,191,4,0.18199223335379186
PURINE NUCLEOSIDE BISPHOSPHATE METABOLIC PROCESS,1,191,4,0.18199223335379186
TANGENTIAL MIGRATION FROM THE SUBVENTRICULAR ZONE TO THE OLFACTORY BULB,1,191,4,0.18199223335379186
NEGATIVE REGULATION OF AXON EXTENSION INVOLVED IN AXON GUIDANCE,1,191,4,0.18199223335379186
CELLULAR RESPONSE TO ANTIBIOTIC,1,191,4,0.18199223335379186
POSITIVE REGULATION OF OLIGODENDROCYTE PROGENITOR PROLIFERATION,1,191,4,0.18199223335379186
RESPONSE TO STILBENOID,1,191,4,0.18199223335379186
G PROTEIN COUPLED PURINERGIC RECEPTOR SIGNALING PATHWAY,1,191,4,0.18199223335379186
REGULATION OF OXIDATIVE PHOSPHORYLATION,1,191,4,0.18199223335379186
POSITIVE REGULATION OF INFLAMMASOME MEDIATED SIGNALING PATHWAY,1,191,4,0.18199223335379186
REGULATION OF MITOTIC SPINDLE ASSEMBLY,1,191,4,0.18199223335379186
C4 DICARBOXYLATE TRANSPORT,1,191,4,0.18199223335379186
GLUCOSAMINE CONTAINING COMPOUND METABOLIC PROCESS,1,191,4,0.18199223335379186
SULFATE TRANSMEMBRANE TRANSPORT,1,191,4,0.18199223335379186
GLYCOSYL COMPOUND CATABOLIC PROCESS,1,191,4,0.18199223335379186
POSITIVE REGULATION OF ENAMEL MINERALIZATION,1,191,4,0.18199223335379186
NEGATIVE REGULATION OF DENDRITE MORPHOGENESIS,1,191,4,0.18199223335379186
PURINE NUCLEOBASE CATABOLIC PROCESS,1,191,4,0.18199223335379186
PROGESTERONE RECEPTOR SIGNALING PATHWAY,1,191,4,0.18199223335379186
PURINE NUCLEOSIDE MONOPHOSPHATE CATABOLIC PROCESS,1,191,4,0.18199223335379186
POSITIVE REGULATION OF TOLL LIKE RECEPTOR 4 SIGNALING PATHWAY,1,191,4,0.18199223335379186
ANTIFUNGAL HUMORAL RESPONSE,1,191,4,0.18199223335379186
PURINE NUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS,1,191,4,0.18199223335379186
OLIGOSACCHARIDE CATABOLIC PROCESS,1,191,4,0.18199223335379186
DEOXYRIBONUCLEOSIDE METABOLIC PROCESS,1,191,4,0.18199223335379186
NUCLEOBASE CATABOLIC PROCESS,1,191,4,0.18199223335379186
DEOXYRIBONUCLEOSIDE CATABOLIC PROCESS,1,191,4,0.18199223335379186
NEGATIVE REGULATION OF STEROID HORMONE BIOSYNTHETIC PROCESS,1,191,4,0.18199223335379186
NEGATIVE REGULATION OF TOLL LIKE RECEPTOR 4 SIGNALING PATHWAY,1,191,4,0.18199223335379186
NEGATIVE REGULATION OF TOLL LIKE RECEPTOR SIGNALING PATHWAY,1,191,4,0.18199223335379186
DIOL METABOLIC PROCESS,1,191,4,0.18199223335379186
REGULATION OF EXIT FROM MITOSIS,1,191,4,0.18199223335379186
NEGATIVE REGULATION OF CELL CELL ADHESION MEDIATED BY CADHERIN,1,191,4,0.18199223335379186
ACTIVATION OF TRANSMEMBRANE RECEPTOR PROTEIN TYROSINE KINASE ACTIVITY,1,191,4,0.18199223335379186
ATRIOVENTRICULAR CANAL MORPHOGENESIS,1,191,4,0.18199223335379186
REGULATION OF SPINDLE ASSEMBLY,1,191,4,0.18199223335379186
RESPONSE TO GRANULOCYTE MACROPHAGE COLONY STIMULATING FACTOR,1,191,4,0.18199223335379186
NUCLEOSIDE CATABOLIC PROCESS,1,191,4,0.18199223335379186
REGULATION OF HEART MORPHOGENESIS,1,191,4,0.18199223335379186
REGULATION OF UNSATURATED FATTY ACID BIOSYNTHETIC PROCESS,1,191,4,0.18199223335379186
POSITIVE REGULATION OF UNSATURATED FATTY ACID BIOSYNTHETIC PROCESS,1,191,4,0.18199223335379186
NEGATIVE REGULATION OF CELL FATE SPECIFICATION,1,191,4,0.18199223335379186
REGULATION OF SPINDLE ORGANIZATION,1,191,4,0.18199223335379186
NUCLEOBASE CONTAINING SMALL MOLECULE CATABOLIC PROCESS,1,191,4,0.18199223335379186
VITAMIN TRANSMEMBRANE TRANSPORT,1,191,4,0.18199223335379186
URATE METABOLIC PROCESS,1,191,4,0.18199223335379186
PROTEIN LOCALIZATION TO NON MOTILE CILIUM,1,191,4,0.18199223335379186
PLASMA CELL DIFFERENTIATION,1,191,4,0.18199223335379186
CEREBELLAR GRANULAR LAYER DEVELOPMENT,1,191,4,0.18199223335379186
CEREBELLAR GRANULAR LAYER MORPHOGENESIS,1,191,4,0.18199223335379186
CEREBELLAR GRANULAR LAYER FORMATION,1,191,4,0.18199223335379186
OVULATION FROM OVARIAN FOLLICLE,1,191,4,0.18199223335379186
AUTOPHAGY OF MITOCHONDRION,1,191,4,0.18199223335379186
REGULATION OF NEUTROPHIL MIGRATION,2,191,16,0.1829824972830688
CEREBRAL CORTEX CELL MIGRATION,2,191,16,0.1829824972830688
INNER EAR RECEPTOR CELL STEREOCILIUM ORGANIZATION,2,191,16,0.1829824972830688
CELLULAR RESPONSE TO CAMP,2,191,16,0.1829824972830688
EXPLORATION BEHAVIOR,2,191,16,0.1829824972830688
LIPID EXPORT FROM CELL,2,191,16,0.1829824972830688
REGULATION OF MEMBRANE LIPID DISTRIBUTION,2,191,16,0.1829824972830688
RESPONSE TO ZINC ION,2,191,16,0.1829824972830688
REGULATION OF DIGESTIVE SYSTEM PROCESS,2,191,16,0.1829824972830688
AXON ENSHEATHMENT IN CENTRAL NERVOUS SYSTEM,2,191,16,0.1829824972830688
POLYOL METABOLIC PROCESS,2,191,16,0.1829824972830688
OSTEOCLAST DIFFERENTIATION,4,191,46,0.18619969222543398
PHENOL CONTAINING COMPOUND METABOLIC PROCESS,4,191,46,0.18619969222543398
REGULATION OF POSTSYNAPTIC MEMBRANE POTENTIAL,4,191,46,0.18619969222543398
SULFUR COMPOUND METABOLIC PROCESS,4,191,46,0.18619969222543398
NUCLEOTIDE METABOLIC PROCESS,6,191,79,0.1883737070513094
NEGATIVE REGULATION OF KINASE ACTIVITY,3,191,31,0.1919312506955467
POSITIVE REGULATION OF COLD INDUCED THERMOGENESIS,3,191,31,0.1919312506955467
NUCLEOSIDE DIPHOSPHATE METABOLIC PROCESS,3,191,31,0.1919312506955467
ENERGY HOMEOSTASIS,3,191,31,0.1919312506955467
TRIGLYCERIDE METABOLIC PROCESS,3,191,31,0.1919312506955467
REGULATION OF GENERATION OF PRECURSOR METABOLITES AND ENERGY,3,191,31,0.1919312506955467
RESPONSE TO LIGHT STIMULUS,6,191,80,0.1959627200885095
NUCLEOBASE CONTAINING COMPOUND CATABOLIC PROCESS,6,191,80,0.1959627200885095
MONOATOMIC ION TRANSPORT,18,191,297,0.20056396074588476
SPHINGOLIPID BIOSYNTHETIC PROCESS,2,191,17,0.20107002377097208
OOCYTE DIFFERENTIATION,2,191,17,0.20107002377097208
MOTILE CILIUM ASSEMBLY,2,191,17,0.20107002377097208
HEART FORMATION,2,191,17,0.20107002377097208
BRAIN MORPHOGENESIS,2,191,17,0.20107002377097208
GAMMA DELTA T CELL ACTIVATION,2,191,17,0.20107002377097208
MEMBRANE LIPID BIOSYNTHETIC PROCESS,2,191,17,0.20107002377097208
CELL CYCLE G2 M PHASE TRANSITION,2,191,17,0.20107002377097208
CARBOHYDRATE METABOLIC PROCESS,7,191,98,0.2023921986034559
POSITIVE REGULATION OF TRANSFERASE ACTIVITY,5,191,64,0.2024117759687712
NEGATIVE REGULATION OF TRANSFERASE ACTIVITY,3,191,32,0.20468489740836432
