pathway,overlap,gene_set_size,pathway_size,p_value
CELLULAR RESPONSE TO KETONE,3,191,32,0.20468489740836432
UNSATURATED FATTY ACID METABOLIC PROCESS,3,191,32,0.20468489740836432
CYTOPLASMIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY,3,191,32,0.20468489740836432
SIGNAL TRANSDUCTION IN RESPONSE TO DNA DAMAGE,3,191,32,0.20468489740836432
PYRIDINE CONTAINING COMPOUND CATABOLIC PROCESS,3,191,32,0.20468489740836432
VESICLE MEDIATED TRANSPORT,16,191,261,0.20547986423960865
PROTEIN CATABOLIC PROCESS,8,191,116,0.20612472745845048
NEGATIVE REGULATION OF IMMUNE SYSTEM PROCESS,10,191,152,0.20883027453760844
REGULATION OF CELL CYCLE PHASE TRANSITION,5,191,65,0.2112388011915372
POSITIVE REGULATION OF LIPID TRANSPORT,3,191,33,0.21762775562837114
DEFENSE RESPONSE TO GRAM POSITIVE BACTERIUM,3,191,33,0.21762775562837114
MEMBRANE LIPID METABOLIC PROCESS,3,191,33,0.21762775562837114
GLYCEROPHOSPHOLIPID METABOLIC PROCESS,3,191,33,0.21762775562837114
POSITIVE REGULATION OF CELL KILLING,3,191,33,0.21762775562837114
FATTY ACID BIOSYNTHETIC PROCESS,3,191,33,0.21762775562837114
RESPONSE TO STEROID HORMONE,8,191,118,0.21923199501465773
ORGANELLE FUSION,2,191,18,0.2193528503726977
ANTIBACTERIAL HUMORAL RESPONSE,2,191,18,0.2193528503726977
RESPONSE TO PROGESTERONE,2,191,18,0.2193528503726977
REGULATION OF STEROL TRANSPORT,2,191,18,0.2193528503726977
HOMEOSTASIS OF NUMBER OF CELLS WITHIN A TISSUE,2,191,18,0.2193528503726977
REGULATION OF SODIUM ION TRANSPORT,2,191,18,0.2193528503726977
NEGATIVE REGULATION OF VIRAL GENOME REPLICATION,2,191,18,0.2193528503726977
MEMBRANE FUSION,2,191,18,0.2193528503726977
POSITIVE REGULATION OF NUCLEOTIDE METABOLIC PROCESS,2,191,18,0.2193528503726977
REGULATION OF LIPID CATABOLIC PROCESS,2,191,18,0.2193528503726977
EMBRYONIC AXIS SPECIFICATION,2,191,18,0.2193528503726977
REGULATION OF MITOTIC NUCLEAR DIVISION,2,191,18,0.2193528503726977
ODONTOGENESIS,5,191,66,0.22018857697446198
NEGATIVE REGULATION OF PROTEIN METABOLIC PROCESS,9,191,136,0.22031159063248387
REGULATION OF CELL CELL ADHESION MEDIATED BY CADHERIN,1,191,5,0.22208447955071922
RESPONSE TO OXYGEN RADICAL,1,191,5,0.22208447955071922
NEGATIVE REGULATION OF LYMPHOCYTE MIGRATION,1,191,5,0.22208447955071922
DENSE CORE GRANULE EXOCYTOSIS,1,191,5,0.22208447955071922
POSITIVE REGULATION OF PHOSPHOLIPID TRANSPORT,1,191,5,0.22208447955071922
POSITIVE REGULATION OF CALCIUM ION TRANSPORT INTO CYTOSOL,1,191,5,0.22208447955071922
TRIGLYCERIDE RICH LIPOPROTEIN PARTICLE REMODELING,1,191,5,0.22208447955071922
NEGATIVE REGULATION OF INTRACELLULAR PROTEIN TRANSPORT,1,191,5,0.22208447955071922
CYCLIC NUCLEOTIDE CATABOLIC PROCESS,1,191,5,0.22208447955071922
DEOXYRIBONUCLEOTIDE CATABOLIC PROCESS,1,191,5,0.22208447955071922
PROTEIN IMPORT,1,191,5,0.22208447955071922
TOLL LIKE RECEPTOR 7 SIGNALING PATHWAY,1,191,5,0.22208447955071922
PROTEIN TRANSMEMBRANE TRANSPORT,1,191,5,0.22208447955071922
MAINTENANCE OF POSTSYNAPTIC SPECIALIZATION STRUCTURE,1,191,5,0.22208447955071922
AIM2 INFLAMMASOME COMPLEX ASSEMBLY,1,191,5,0.22208447955071922
SODIUM ION IMPORT ACROSS PLASMA MEMBRANE,1,191,5,0.22208447955071922
NEGATIVE REGULATION OF AIM2 INFLAMMASOME COMPLEX ASSEMBLY,1,191,5,0.22208447955071922
DEOXYRIBONUCLEOSIDE MONOPHOSPHATE CATABOLIC PROCESS,1,191,5,0.22208447955071922
NEGATIVE REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT,1,191,5,0.22208447955071922
NEGATIVE REGULATION OF PROTEIN LOCALIZATION TO NUCLEUS,1,191,5,0.22208447955071922
POSITIVE REGULATION OF TRANSCRIPTION BY GLUCOSE,1,191,5,0.22208447955071922
DIET INDUCED THERMOGENESIS,1,191,5,0.22208447955071922
RESPONSE TO LIGHT INTENSITY,1,191,5,0.22208447955071922
GAMMA AMINOBUTYRIC ACID TRANSPORT,1,191,5,0.22208447955071922
PHOSPHOLIPID EFFLUX,1,191,5,0.22208447955071922
POSITIVE REGULATION OF PROTEIN SUMOYLATION,1,191,5,0.22208447955071922
NEGATIVE REGULATION OF NEUROINFLAMMATORY RESPONSE,1,191,5,0.22208447955071922
NEGATIVE REGULATION OF CELL VOLUME,1,191,5,0.22208447955071922
CAMP METABOLIC PROCESS,1,191,5,0.22208447955071922
HEMATOPOIETIC STEM CELL MIGRATION,1,191,5,0.22208447955071922
MAINTENANCE OF PROTEIN LOCALIZATION IN ORGANELLE,1,191,5,0.22208447955071922
FOREBRAIN RADIAL GLIAL CELL DIFFERENTIATION,1,191,5,0.22208447955071922
CELLULAR RESPONSE TO OXYGEN RADICAL,1,191,5,0.22208447955071922
CELLULAR RESPONSE TO ACIDIC PH,1,191,5,0.22208447955071922
CHROMOSOME LOCALIZATION,1,191,5,0.22208447955071922
REGULATION OF CHEMOKINE MEDIATED SIGNALING PATHWAY,1,191,5,0.22208447955071922
POSITIVE REGULATION OF T CELL APOPTOTIC PROCESS,1,191,5,0.22208447955071922
IODIDE TRANSPORT,1,191,5,0.22208447955071922
NEGATIVE REGULATION OF PEPTIDYL SERINE PHOSPHORYLATION,1,191,5,0.22208447955071922
POSITIVE REGULATION OF EXTRACELLULAR MATRIX ASSEMBLY,1,191,5,0.22208447955071922
RESPONSE TO UV A,1,191,5,0.22208447955071922
CELLULAR RESPONSE TO COLD,1,191,5,0.22208447955071922
EXTRACELLULAR MATRIX CONSTITUENT SECRETION,1,191,5,0.22208447955071922
NEUROMUSCULAR PROCESS CONTROLLING POSTURE,1,191,5,0.22208447955071922
GASTRIC ACID SECRETION,1,191,5,0.22208447955071922
AMIDE CATABOLIC PROCESS,1,191,5,0.22208447955071922
MYELIN ASSEMBLY,1,191,5,0.22208447955071922
CONVERGENT EXTENSION,1,191,5,0.22208447955071922
NUCLEUS LOCALIZATION,1,191,5,0.22208447955071922
POSITIVE REGULATION OF GLUTAMATE SECRETION,1,191,5,0.22208447955071922
POSITIVE REGULATION OF PROTEIN MATURATION,1,191,5,0.22208447955071922
MAGNESIUM ION HOMEOSTASIS,1,191,5,0.22208447955071922
FAT PAD DEVELOPMENT,1,191,5,0.22208447955071922
TYPE II PNEUMOCYTE DIFFERENTIATION,1,191,5,0.22208447955071922
INTERLEUKIN 13 PRODUCTION,1,191,5,0.22208447955071922
MAINTENANCE OF PROTEIN LOCATION IN NUCLEUS,1,191,5,0.22208447955071922
CORONARY ARTERY MORPHOGENESIS,1,191,5,0.22208447955071922
POSITIVE REGULATION OF LIPASE ACTIVITY,1,191,5,0.22208447955071922
NEGATIVE REGULATION OF DIGESTIVE SYSTEM PROCESS,1,191,5,0.22208447955071922
SINOATRIAL NODE CELL DIFFERENTIATION,1,191,5,0.22208447955071922
EQUILIBRIOCEPTION,1,191,5,0.22208447955071922
REGULATION OF TRANSCRIPTION BY GLUCOSE,1,191,5,0.22208447955071922
ESTABLISHMENT OR MAINTENANCE OF MONOPOLAR CELL POLARITY,1,191,5,0.22208447955071922
POLARIZED EPITHELIAL CELL DIFFERENTIATION,1,191,5,0.22208447955071922
NEGATIVE REGULATION OF NUCLEAR DIVISION,1,191,5,0.22208447955071922
GERM CELL MIGRATION,1,191,5,0.22208447955071922
POSITIVE REGULATION BY HOST OF VIRAL TRANSCRIPTION,1,191,5,0.22208447955071922
POSITIVE REGULATION OF CYCLIN DEPENDENT PROTEIN KINASE ACTIVITY,1,191,5,0.22208447955071922
TRANSPOSITION,1,191,5,0.22208447955071922
SULFUR AMINO ACID TRANSPORT,1,191,5,0.22208447955071922
LIPID DIGESTION,1,191,5,0.22208447955071922
ENDOPLASMIC RETICULUM ORGANIZATION,1,191,5,0.22208447955071922
POSITIVE REGULATION OF MITOCHONDRIAL DEPOLARIZATION,1,191,5,0.22208447955071922
NUCLEAR MIGRATION,1,191,5,0.22208447955071922
PHOSPHOLIPID METABOLIC PROCESS,4,191,50,0.22753045054012894
NEGATIVE REGULATION OF CELL PROJECTION ORGANIZATION,4,191,50,0.22753045054012894
RIBOSE PHOSPHATE METABOLIC PROCESS,5,191,67,0.22925368317333034
B CELL MEDIATED IMMUNITY,3,191,34,0.23073597778400404
POSITIVE REGULATION OF INTERLEUKIN 1 BETA PRODUCTION,2,191,19,0.23776889779512667
NEGATIVE CHEMOTAXIS,2,191,19,0.23776889779512667
CERAMIDE METABOLIC PROCESS,2,191,19,0.23776889779512667
NEGATIVE REGULATION OF RESPONSE TO CYTOKINE STIMULUS,2,191,19,0.23776889779512667
SODIUM ION HOMEOSTASIS,2,191,19,0.23776889779512667
REGULATION OF CYTOPLASMIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY,2,191,19,0.23776889779512667
ENDOMEMBRANE SYSTEM ORGANIZATION,5,191,68,0.23842665100792027
NEGATIVE REGULATION OF LOCOMOTION,7,191,103,0.2384861394455177
MALE GAMETE GENERATION,8,191,121,0.2394613444994441
IMPORT INTO CELL,13,191,213,0.24183776614680272
PHOTORECEPTOR CELL DIFFERENTIATION,3,191,35,0.24398635821909195
POSITIVE REGULATION OF PROTEIN SERINE THREONINE KINASE ACTIVITY,3,191,35,0.24398635821909195
REGULATION OF LIPID METABOLIC PROCESS,7,191,104,0.2459504862289807
REGENERATION,5,191,69,0.24769998183196104
NEUROMUSCULAR PROCESS,5,191,69,0.24769998183196104
LEARNING,5,191,69,0.24769998183196104
POSITIVE REGULATION OF SMALL MOLECULE METABOLIC PROCESS,4,191,52,0.2490156049832003
REGULATION OF CELL SIZE,4,191,52,0.2490156049832003
MONOATOMIC ANION TRANSPORT,4,191,52,0.2490156049832003
LEUKOCYTE MEDIATED CYTOTOXICITY,4,191,52,0.2490156049832003
CELL CYCLE PROCESS,10,191,159,0.2500697711310517
CELLULAR PROCESS INVOLVED IN REPRODUCTION IN MULTICELLULAR ORGANISM,6,191,87,0.25200238701124084
POSITIVE REGULATION OF NUCLEAR DIVISION,2,191,20,0.2562616392154936
DEVELOPMENTAL INDUCTION,2,191,20,0.2562616392154936
REGULATION OF VIRAL GENOME REPLICATION,2,191,20,0.2562616392154936
CELL CYCLE CHECKPOINT SIGNALING,2,191,20,0.2562616392154936
INNER EAR RECEPTOR CELL DEVELOPMENT,2,191,20,0.2562616392154936
POSITIVE REGULATION OF CHEMOKINE PRODUCTION,2,191,20,0.2562616392154936
SPECIFICATION OF ANIMAL ORGAN IDENTITY,2,191,20,0.2562616392154936
TRANSITION METAL ION TRANSPORT,2,191,20,0.2562616392154936
NEGATIVE REGULATION OF PROTEIN SERINE THREONINE KINASE ACTIVITY,2,191,20,0.2562616392154936
POSITIVE REGULATION OF INTERLEUKIN 1 PRODUCTION,2,191,20,0.2562616392154936
REGULATION OF SYNAPTIC PLASTICITY,5,191,70,0.25706616510130087
T CELL MEDIATED IMMUNITY,3,191,36,0.25735638654222626
ICOSANOID METABOLIC PROCESS,3,191,36,0.25735638654222626
PROTEIN AUTOPHOSPHORYLATION,3,191,36,0.25735638654222626
BONE REMODELING,3,191,36,0.25735638654222626
INFLAMMATORY RESPONSE,15,191,254,0.2595173189952008
ODONTOGENESIS OF DENTIN CONTAINING TOOTH,4,191,53,0.2599207731910964
RESPONSE TO HYDROPEROXIDE,1,191,6,0.2602215084023138
GLIAL CELL APOPTOTIC PROCESS,1,191,6,0.2602215084023138
NEUROBLAST MIGRATION,1,191,6,0.2602215084023138
REGULATION OF SHORT TERM NEURONAL SYNAPTIC PLASTICITY,1,191,6,0.2602215084023138
CELL CYCLE PHASE,1,191,6,0.2602215084023138
MEMBRANE DOCKING,1,191,6,0.2602215084023138
MUCOCILIARY CLEARANCE,1,191,6,0.2602215084023138
NUCLEOSIDE MONOPHOSPHATE CATABOLIC PROCESS,1,191,6,0.2602215084023138
CELLULAR RESPONSE TO ALDEHYDE,1,191,6,0.2602215084023138
CARBOHYDRATE MEDIATED SIGNALING,1,191,6,0.2602215084023138
ARACHIDONATE SECRETION,1,191,6,0.2602215084023138
REGULATION OF PHOSPHOLIPID METABOLIC PROCESS,1,191,6,0.2602215084023138
RENAL WATER HOMEOSTASIS,1,191,6,0.2602215084023138
POSITIVE REGULATION OF VIRAL LIFE CYCLE,1,191,6,0.2602215084023138
ASYMMETRIC CELL DIVISION,1,191,6,0.2602215084023138
CELLULAR DEFENSE RESPONSE,1,191,6,0.2602215084023138
REGULATION OF FEAR RESPONSE,1,191,6,0.2602215084023138
NEGATIVE REGULATION OF TUMOR NECROSIS FACTOR MEDIATED SIGNALING PATHWAY,1,191,6,0.2602215084023138
NEGATIVE REGULATION OF CELL DIVISION,1,191,6,0.2602215084023138
FATTY ACID HOMEOSTASIS,1,191,6,0.2602215084023138
RESPONSE TO REDOX STATE,1,191,6,0.2602215084023138
VAGINA DEVELOPMENT,1,191,6,0.2602215084023138
CARDIAC VENTRICLE FORMATION,1,191,6,0.2602215084023138
REGULATION OF MICROVILLUS ORGANIZATION,1,191,6,0.2602215084023138
MICROVILLUS ORGANIZATION,1,191,6,0.2602215084023138
REGULATION OF CELL PROJECTION SIZE,1,191,6,0.2602215084023138
LUNG SACCULE DEVELOPMENT,1,191,6,0.2602215084023138
PHOTOTRANSDUCTION,1,191,6,0.2602215084023138
OVULATION,1,191,6,0.2602215084023138
TRIGLYCERIDE STORAGE,1,191,6,0.2602215084023138
POSITIVE REGULATION OF ASTROCYTE DIFFERENTIATION,1,191,6,0.2602215084023138
XENOBIOTIC TRANSMEMBRANE TRANSPORT,1,191,6,0.2602215084023138
OSTEOCLAST PROLIFERATION,1,191,6,0.2602215084023138
OLIGODENDROCYTE PROGENITOR PROLIFERATION,1,191,6,0.2602215084023138
REGULATION OF ENAMEL MINERALIZATION,1,191,6,0.2602215084023138
PRIMARY AMINO COMPOUND METABOLIC PROCESS,1,191,6,0.2602215084023138
NEGATIVE REGULATION OF INFLAMMASOME MEDIATED SIGNALING PATHWAY,1,191,6,0.2602215084023138
CELLULAR RESPONSE TO ESTROGEN STIMULUS,1,191,6,0.2602215084023138
POSITIVE REGULATION OF TOOTH MINERALIZATION,1,191,6,0.2602215084023138
ANTIBACTERIAL PEPTIDE PRODUCTION,1,191,6,0.2602215084023138
OXIDATIVE PHOSPHORYLATION,1,191,6,0.2602215084023138
REGULATION OF VITAMIN METABOLIC PROCESS,1,191,6,0.2602215084023138
THYROID HORMONE TRANSPORT,1,191,6,0.2602215084023138
PYRAMIDAL NEURON DIFFERENTIATION,1,191,6,0.2602215084023138
RIBONUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS,1,191,6,0.2602215084023138
TOLL LIKE RECEPTOR 9 SIGNALING PATHWAY,1,191,6,0.2602215084023138
PHOSPHATIDYLCHOLINE CATABOLIC PROCESS,1,191,6,0.2602215084023138
PROTEIN EXPORT FROM NUCLEUS,1,191,6,0.2602215084023138
WOUND HEALING SPREADING OF EPIDERMAL CELLS,1,191,6,0.2602215084023138
DIACYLGLYCEROL METABOLIC PROCESS,1,191,6,0.2602215084023138
NEGATIVE REGULATION OF D GLUCOSE IMPORT,1,191,6,0.2602215084023138
REGULATION OF CALCIUM ION TRANSPORT INTO CYTOSOL,1,191,6,0.2602215084023138
POSITIVE REGULATION OF MALE GONAD DEVELOPMENT,1,191,6,0.2602215084023138
REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY,1,191,6,0.2602215084023138
REGULATION OF CELLULAR RESPIRATION,1,191,6,0.2602215084023138
DEOXYRIBONUCLEOTIDE METABOLIC PROCESS,1,191,6,0.2602215084023138
DEOXYRIBONUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS,1,191,6,0.2602215084023138
CALCIUM INDEPENDENT CELL CELL ADHESION VIA PLASMA MEMBRANE CELL ADHESION MOLECULES,1,191,6,0.2602215084023138
INTESTINAL LIPID ABSORPTION,1,191,6,0.2602215084023138
FIBROBLAST ACTIVATION,1,191,6,0.2602215084023138
LEUKOTRIENE BIOSYNTHETIC PROCESS,1,191,6,0.2602215084023138
POSITIVE REGULATION OF MACROPHAGE CYTOKINE PRODUCTION,1,191,6,0.2602215084023138
NATURAL KILLER CELL PROLIFERATION,1,191,6,0.2602215084023138
BONE TRABECULA MORPHOGENESIS,1,191,6,0.2602215084023138
POSITIVE REGULATION OF ENDOPEPTIDASE ACTIVITY,1,191,6,0.2602215084023138
AMELOBLAST DIFFERENTIATION,1,191,6,0.2602215084023138
EPITHELIAL FLUID TRANSPORT,1,191,6,0.2602215084023138
POSITIVE REGULATION OF VESICLE FUSION,1,191,6,0.2602215084023138
AEROBIC RESPIRATION,1,191,6,0.2602215084023138
CARBON CATABOLITE REGULATION OF TRANSCRIPTION,1,191,6,0.2602215084023138
MODULATION BY HOST OF VIRAL PROCESS,1,191,6,0.2602215084023138
POSITIVE REGULATION OF CHONDROCYTE PROLIFERATION,1,191,6,0.2602215084023138
FC RECEPTOR SIGNALING PATHWAY,1,191,6,0.2602215084023138
ANTIMICROBIAL PEPTIDE PRODUCTION,1,191,6,0.2602215084023138
NEUROBLAST DIFFERENTIATION,1,191,6,0.2602215084023138
REVERSE CHOLESTEROL TRANSPORT,1,191,6,0.2602215084023138
NEGATIVE REGULATION OF CYCLIN DEPENDENT PROTEIN KINASE ACTIVITY,1,191,6,0.2602215084023138
RESPONSE TO ALDOSTERONE,1,191,6,0.2602215084023138
INTERLEUKIN 5 PRODUCTION,1,191,6,0.2602215084023138
BONE TRABECULA FORMATION,1,191,6,0.2602215084023138
HORMONE METABOLIC PROCESS,6,191,88,0.2603642796011841
PURINE CONTAINING COMPOUND METABOLIC PROCESS,6,191,89,0.26879975644430976
PROTEIN MATURATION,6,191,89,0.26879975644430976
HIPPOCAMPUS DEVELOPMENT,3,191,37,0.27082429149002324
MESODERM MORPHOGENESIS,3,191,37,0.27082429149002324
PLASMA MEMBRANE ORGANIZATION,3,191,37,0.27082429149002324
SMALL MOLECULE CATABOLIC PROCESS,3,191,37,0.27082429149002324
REGULATION OF LIPID LOCALIZATION,4,191,54,0.2709184992975556
TOLL LIKE RECEPTOR SIGNALING PATHWAY,2,191,21,0.2747797100664666
MACROPHAGE MIGRATION,2,191,21,0.2747797100664666
ORGANIC ACID CATABOLIC PROCESS,2,191,21,0.2747797100664666
NEGATIVE REGULATION OF T CELL PROLIFERATION,2,191,21,0.2747797100664666
SYMBIONT ENTRY INTO HOST,2,191,21,0.2747797100664666
VACUOLE ORGANIZATION,2,191,21,0.2747797100664666
REGULATION OF CELLULAR PH,2,191,21,0.2747797100664666
DNA DAMAGE RESPONSE SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR,2,191,21,0.2747797100664666
POSITIVE REGULATION OF IMMUNE SYSTEM PROCESS,19,191,335,0.281563085848916
ADAPTIVE THERMOGENESIS,4,191,55,0.2819971120575908
PROCESS UTILIZING AUTOPHAGIC MECHANISM,4,191,55,0.2819971120575908
POSITIVE REGULATION OF LEUKOCYTE MEDIATED IMMUNITY,4,191,55,0.2819971120575908
INORGANIC ION IMPORT ACROSS PLASMA MEMBRANE,3,191,38,0.28436907622648966
SOMITOGENESIS,3,191,38,0.28436907622648966
SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR,3,191,38,0.28436907622648966
MULTICELLULAR ORGANISM GROWTH,5,191,73,0.2856468999969778
SENSORY PERCEPTION OF CHEMICAL STIMULUS,5,191,73,0.2856468999969778
LOCOMOTORY BEHAVIOR,6,191,91,0.2858705694470213
NEGATIVE REGULATION OF CELL ADHESION,6,191,91,0.2858705694470213
REGULATION OF RESPONSE TO EXTERNAL STIMULUS,17,191,299,0.29299434916199824
MULTICELLULAR ORGANISMAL LEVEL HOMEOSTASIS,17,191,299,0.29299434916199824
B CELL DIFFERENTIATION,4,191,56,0.29314513510297846
REGULATION OF CARBOHYDRATE METABOLIC PROCESS,4,191,56,0.29314513510297846
RESPIRATORY SYSTEM PROCESS,2,191,22,0.2932765424083451
NEGATIVE REGULATION OF ENDOTHELIAL CELL MIGRATION,2,191,22,0.2932765424083451
ARACHIDONATE METABOLIC PROCESS,2,191,22,0.2932765424083451
VIRAL GENOME REPLICATION,2,191,22,0.2932765424083451
REGULATION OF GLYCOLYTIC PROCESS,2,191,22,0.2932765424083451
POSITIVE REGULATION OF BONE MINERALIZATION,2,191,22,0.2932765424083451
POSITIVE T CELL SELECTION,2,191,22,0.2932765424083451
IMMUNE EFFECTOR PROCESS,12,191,204,0.29556904710430243
POSITIVE REGULATION OF CHEMOKINE C X C MOTIF LIGAND 2 PRODUCTION,1,191,7,0.296498194383099
REGULATION OF MALE GONAD DEVELOPMENT,1,191,7,0.296498194383099
DENSE CORE GRANULE LOCALIZATION,1,191,7,0.296498194383099
PLASMINOGEN ACTIVATION,1,191,7,0.296498194383099
REGULATION OF SENSORY PERCEPTION,1,191,7,0.296498194383099
ENDODERMAL CELL FATE SPECIFICATION,1,191,7,0.296498194383099
NEGATIVE REGULATION OF HORMONE METABOLIC PROCESS,1,191,7,0.296498194383099
SOMITE ROSTRAL CAUDAL AXIS SPECIFICATION,1,191,7,0.296498194383099
MICROGLIA DIFFERENTIATION,1,191,7,0.296498194383099
PROSTATE GLAND GROWTH,1,191,7,0.296498194383099
NEGATIVE REGULATION OF HORMONE BIOSYNTHETIC PROCESS,1,191,7,0.296498194383099
FATTY ACID CATABOLIC PROCESS,1,191,7,0.296498194383099
NUCLEAR EXPORT,1,191,7,0.296498194383099
PEPTIDYL TYROSINE AUTOPHOSPHORYLATION,1,191,7,0.296498194383099
POSITIVE REGULATION OF PEPTIDASE ACTIVITY,1,191,7,0.296498194383099
SKELETAL MUSCLE SATELLITE CELL DIFFERENTIATION,1,191,7,0.296498194383099
HINDGUT DEVELOPMENT,1,191,7,0.296498194383099
MOTOR BEHAVIOR,1,191,7,0.296498194383099
INTRACELLULAR PHOSPHATE ION HOMEOSTASIS,1,191,7,0.296498194383099
REGULATION OF ACTIVIN RECEPTOR SIGNALING PATHWAY,1,191,7,0.296498194383099
CARBOHYDRATE DERIVATIVE TRANSPORT,1,191,7,0.296498194383099
NEGATIVE REGULATION OF HEMATOPOIETIC PROGENITOR CELL DIFFERENTIATION,1,191,7,0.296498194383099
GLUTAMINE FAMILY AMINO ACID METABOLIC PROCESS,1,191,7,0.296498194383099
REGULATION OF GLYCOGEN BIOSYNTHETIC PROCESS,1,191,7,0.296498194383099
POSITIVE REGULATION OF LEUKOCYTE TETHERING OR ROLLING,1,191,7,0.296498194383099
CARDIAC PACEMAKER CELL DIFFERENTIATION,1,191,7,0.296498194383099
CARDIAC VASCULAR SMOOTH MUSCLE CELL DIFFERENTIATION,1,191,7,0.296498194383099
POSITIVE REGULATION OF G1 S TRANSITION OF MITOTIC CELL CYCLE,1,191,7,0.296498194383099
POSITIVE REGULATION OF LYMPHOCYTE APOPTOTIC PROCESS,1,191,7,0.296498194383099
AXONEMAL DYNEIN COMPLEX ASSEMBLY,1,191,7,0.296498194383099
MAINTENANCE OF GASTROINTESTINAL EPITHELIUM,1,191,7,0.296498194383099
NEGATIVE REGULATION OF CELL CYCLE G2 M PHASE TRANSITION,1,191,7,0.296498194383099
CANONICAL INFLAMMASOME COMPLEX ASSEMBLY,1,191,7,0.296498194383099
COLLATERAL SPROUTING,1,191,7,0.296498194383099
RESPONSE TO GLUCAGON,1,191,7,0.296498194383099
CELLULAR RESPONSE TO PH,1,191,7,0.296498194383099
CELLULAR RESPONSE TO DSRNA,1,191,7,0.296498194383099
CEREBRAL CORTEX GABAERGIC INTERNEURON DIFFERENTIATION,1,191,7,0.296498194383099
REGULATION OF AXON EXTENSION INVOLVED IN AXON GUIDANCE,1,191,7,0.296498194383099
INTRACELLULAR POTASSIUM ION HOMEOSTASIS,1,191,7,0.296498194383099
TRIPARTITE REGIONAL SUBDIVISION,1,191,7,0.296498194383099
HINDGUT MORPHOGENESIS,1,191,7,0.296498194383099
MAINTENANCE OF BLOOD BRAIN BARRIER,1,191,7,0.296498194383099
WATER SOLUBLE VITAMIN METABOLIC PROCESS,1,191,7,0.296498194383099
IMMATURE B CELL DIFFERENTIATION,1,191,7,0.296498194383099
POSITIVE REGULATION OF VIRAL PROCESS,1,191,7,0.296498194383099
RESPONSE TO INTERFERON ALPHA,1,191,7,0.296498194383099
MITOTIC SPINDLE ASSEMBLY,1,191,7,0.296498194383099
RESPONSE TO X RAY,1,191,7,0.296498194383099
KILLING BY HOST OF SYMBIONT CELLS,1,191,7,0.296498194383099
SINOATRIAL NODE DEVELOPMENT,1,191,7,0.296498194383099
REGULATION OF MITOCHONDRIAL DEPOLARIZATION,1,191,7,0.296498194383099
FOREBRAIN DORSAL VENTRAL PATTERN FORMATION,1,191,7,0.296498194383099
MITOCHONDRIAL TRANSMEMBRANE TRANSPORT,1,191,7,0.296498194383099
POSITIVE REGULATION OF GONAD DEVELOPMENT,1,191,7,0.296498194383099
MITOTIC SPINDLE ORGANIZATION,1,191,7,0.296498194383099
RETINAL CONE CELL DEVELOPMENT,1,191,7,0.296498194383099
T HELPER 17 CELL LINEAGE COMMITMENT,1,191,7,0.296498194383099
POSITIVE REGULATION OF LIPID BIOSYNTHETIC PROCESS,3,191,39,0.2979705459279847
GAMETE GENERATION,10,191,167,0.3003306561599915
REGULATION OF BODY FLUID LEVELS,8,191,130,0.30351510848010677
MEMORY,4,191,57,0.30435130937881627
ENSHEATHMENT OF NEURONS,4,191,57,0.30435130937881627
NEGATIVE REGULATION OF PROTEIN LOCALIZATION,3,191,40,0.3116093284356368
CILIUM OR FLAGELLUM DEPENDENT CELL MOTILITY,3,191,40,0.3116093284356368
INORGANIC ANION TRANSMEMBRANE TRANSPORT,3,191,40,0.3116093284356368
NEGATIVE REGULATION OF TRANSMEMBRANE RECEPTOR PROTEIN SERINE THREONINE KINASE SIGNALING PATHWAY,3,191,40,0.3116093284356368
EYE PHOTORECEPTOR CELL DEVELOPMENT,2,191,23,0.3117100224352749
REGULATION OF PLATELET ACTIVATION,2,191,23,0.3117100224352749
RESPONSE TO UV,2,191,23,0.3117100224352749
NEGATIVE REGULATION OF OSSIFICATION,2,191,23,0.3117100224352749
CELLULAR RESPONSE TO XENOBIOTIC STIMULUS,4,191,58,0.3156046133331473
REGULATION OF LIPID BIOSYNTHETIC PROCESS,4,191,58,0.3156046133331473
RESPONSE TO XENOBIOTIC STIMULUS,9,191,151,0.31945820716547957
AXON DEVELOPMENT,11,191,189,0.31965727052710646
NEGATIVE REGULATION OF CELL DEVELOPMENT,7,191,114,0.32397858184120376
CHLORIDE TRANSPORT,3,191,41,0.32526688869425757
POSITIVE REGULATION OF LIPID LOCALIZATION,3,191,41,0.32526688869425757
NEGATIVE REGULATION OF BINDING,3,191,41,0.32526688869425757
MONOATOMIC ION HOMEOSTASIS,10,191,171,0.3264105759794709
SEGMENTATION,4,191,59,0.32689428095507067
OLFACTORY LOBE DEVELOPMENT,2,191,24,0.3300421697446301
PRIMARY ALCOHOL METABOLIC PROCESS,2,191,24,0.3300421697446301
REGULATION OF BONE REMODELING,2,191,24,0.3300421697446301
REGULATION OF CARBOHYDRATE CATABOLIC PROCESS,2,191,24,0.3300421697446301
